[00:00:00] 欢迎收听古爱,我是孟公
[00:16:46] 不是前段
[00:16:46] 前段它是跟TSM拿
[00:16:47] 然后到后段这边去给Intel
[00:16:49] 所以有机会可以注意到说
[00:16:51] Intel在这边会有所表现
[00:16:52] 那如果它这边有所表现的话
[00:16:54] 或者说
[00:16:54] 简单讲就是
[00:16:55] 如果你Imit产出来的状况是不错
[00:16:57] 你的市场的表现是好的话
[00:17:00] 那有机会
[00:17:00] 会不会有其他客户也跑来
[00:17:02] 这是有可能的
[00:17:03] 那当然
[00:17:03] 听到这边
[00:17:04] 可能有些人会想说
[00:17:05] 那这算不算是
[00:17:06] 其他一些后段封装
[00:17:07] 或甚至是TSM的一个利孔
[00:17:09] 我觉得不是
[00:17:09] 因为简单来讲
[00:17:10] 就是马斯克那个说法
[00:17:11] 其实是正确的
[00:17:12] 就现在大家是非常缺产能
[00:17:14] 所以严格上来说
[00:17:16] 就只是可能前面
[00:17:17] 排在一些队伍里面的客人
[00:17:19] 现在有机会
[00:17:20] 会跑到Intel这边来
[00:17:21] 可是还是很多客人
[00:17:22] 会持续的排队
[00:17:23] 就是在
[00:17:24] 不管是TSM
[00:17:25] 或是一些那种
[00:17:26] 强大的后段封装厂
[00:17:27] 那如果说
[00:17:28] 他们可以开出更多产能的话
[00:17:29] 那当然这些客人
[00:17:30] 都还是有机会
[00:17:31] 会跑来再继续下更多单
[00:17:32] 所以以目前的状况来讲
[00:17:34] 就除非我们有注意到AI有一个
[00:17:36] 明显的反转之类的
[00:17:38] 那不然
[00:17:38] 在下的角度会觉得
[00:17:40] 反正总之就是
[00:17:41] 才能要多少
[00:17:42] 那如果说
[00:17:43] 代工厂这边给出来的话
[00:17:44] 那他就真的可以去投多少这样
[00:17:47] 所以这边稍微的
[00:17:48] 跟大家分享一下
[00:17:49] 那接下来就稍微来聊一下
[00:17:51] 下整体盘面的一个状态
[00:17:53] 其实按照我们过往的一个惯例
[00:17:56] 就是如果出现垃圾盘
[00:17:57] 那台积电直接走出去的话
[00:17:59] 那中小会直接死掉
[00:18:00] 但问题是台积电这一波
[00:18:01] 它最高摸到2330之后
[00:18:03] 然后就直接稍微的软掉了
[00:18:04] 所以严格上来说
[00:18:06] 我们去看一下贵买的线
[00:18:07] 贵买确实在台积电开始转强的时候
[00:18:09] 你就注意到贵买就已经是
[00:18:10] 做一个头
[00:18:11] 然后开始下去
[00:18:12] 所以不太确定
[00:18:13] 但我觉得在这边
[00:18:14] 算是非常难做的一个阶段了
[00:18:16] 因为前面本来自己的想法是
[00:18:18] 假设台积电可以顺利的打出去的话
[00:18:20] 那就是一个新的肋骨轮动
[00:18:22] 只是surprise motherfucker
[00:18:23] 真的很多时候市场会
[00:18:24] 超出大家的一个预期
[00:18:26] 台积电拉出去
[00:18:27] 然后接着就开始休息一下下
[00:18:28] 当然可能休息的时候又会继续动
[00:18:29] 只是他没有一波就出去这样
[00:18:31] 那中小死了一天
[00:18:33] 然后接着就反弹
[00:18:34] 但反弹之后
[00:18:35] 也有些东西看起来就是转弱了
[00:18:36] 反而像是过去都不太动
[00:18:39] 比较牛皮的被动元件
[00:18:40] 然后跟记忆体又直接动起来
[00:18:43] 所以有点像他说
[00:18:44] 现在可能进入一个
[00:18:45] 肋骨带开表现的一个状态
[00:18:47] 这个时候就会可能比较考验
[00:18:49] 去对资金的一个判断
[00:18:50] 反正不是基本面
[00:18:51] 因为基本面的角度来讲
[00:18:52] 反正现在可以看到
[00:18:54] 好基本面的东西其实很多
[00:18:55] 那只是资金愿意去哪一个地方推
[00:18:58] 这个是像我们自己在做交易的
[00:19:00] 会比较专注的一个东西
[00:19:02] 所以会持续的去注意说
[00:19:04] 下来可能市场的资金
[00:19:05] 往哪个地方跑
[00:19:06] 那包含说像前面聊到的一些故事
[00:19:08] 包含像是被动元件
[00:19:09] 就台股的开始动起来了
[00:19:11] 那或者是说
[00:19:12] 如果这个英特尔的相关的
[00:19:14] supply chain
[00:19:15] 他们开始动起来
[00:19:16] 然后它是一整包的
[00:19:17] 就是整个族群一起动的话
[00:19:18] 但我觉得重点是看一下
[00:19:20] 接下来联发科的法说
[00:19:22] 会不会去给更多的提示
[00:19:23] 那如果说有出现的话
[00:19:25] 那其实我们的资金
[00:19:26] 一般就是往这个方向去投了
[00:19:28] 大概这样
[00:19:28] 所以简单跟大家分享一下
[00:19:29] 就是现在自己对于盘面的一个看法
[00:19:32] 就我觉得已经进入一个比较混沌的局面
[00:19:34] 因为本来是假设说
[00:19:35] 这个外资如果没有到的话
[00:19:36] 就有机会就一泊上去
[00:19:37] 但是外资还到
[00:19:38] 所以不太确定
[00:19:39] 我可能要看一下
[00:19:40] 后面是怎么样去做发展
[00:19:41] 那接着来讨论一下两则
[00:19:43] 我觉得蛮重要的新闻
[00:19:44] 那首先一个就是
[00:19:45] OpenAI跟力讯精密
[00:19:47] 要去做
[00:19:48] 原生AI消费设备
[00:19:50] 那这其实就是一个smartphone
[00:19:51] 那只是这个smartphone
[00:19:52] 下来可能大家会想说
[00:19:53] 既然它没有要去用app
[00:19:56] 它可能把app是藏在他的agent的任务列后面
[00:19:59] 那会不会他后面有一个新的名字之类的
[00:20:01] 但这个东西呢
[00:20:02] 其实在我的角度来看
[00:20:03] 呃
[00:20:04] 一样啦
[00:20:04] 我们其实是AI多
[00:20:05] 但有时候呢
[00:20:06] 我们没有办法
[00:20:07] 很无聊的去尬催
[00:20:08] 就是没有办法说
[00:20:09] 所有的AI东西
[00:20:10] 啊太厉害了
[00:20:11] 啊
[00:20:11] 谁又要失业了
[00:20:12] 啊
[00:20:12] 什么iPhone又要被取代了
[00:20:13] 呃
[00:20:14] 其实要去取代iPhone
[00:20:15] 没有这么简单的
[00:20:15] 我觉得它可能去挑战一下
[00:20:17] pixel phone
[00:20:17] 或是去挑战一下
[00:20:18] samsung
[00:20:19] 还有机会
[00:20:19] 但iPhone其实没有这么简单
[00:20:21] 去做挑战
[00:20:22] 然后特别是其实前面有AI pin
[00:20:23] 而且AI pin那时候我们是认为说
[00:20:25] 呃
[00:20:25] 就是有机会看一下这些early adapter
[00:20:27] 有没有可能有些那种
[00:20:29] 不知道
[00:20:29] 非常乐中科技的人会大买之类
[00:20:31] 然后最后面整个AI pin是barbecue嘛
[00:20:33] 那最主要
[00:20:34] 当然有些人会怪说是那个评测的
[00:20:36] 然后把它讲得太坏
[00:20:37] 或什么
[00:20:37] 但我认为是这样
[00:20:38] 就算评测的讲好话
[00:20:39] 那大家去试用
[00:20:40] 就会发现说
[00:20:40] 这个东西走得太前面
[00:20:41] 所以它假设晚个几年出生
[00:20:43] 或许会有它的一个机会
[00:20:45] 那一样
[00:20:45] 就是手机这个载体呢
[00:20:47] 我自己会认为说
[00:20:48] 它现在已经发展到
[00:20:49] 但我一下讲这可能会听起来有点老人臭啦
[00:20:51] 就讲那时候可能我爸爸也觉得说
[00:20:53] 什么黑莓机是最好的手机之类的
[00:20:55] 不知道
[00:20:56] 就是未来的科技可能都有很多的变化
[00:20:58] 但我认为一下手机本身
[00:20:59] 特别是我们的使用习惯绑在上面
[00:21:02] 你说如果你在我的iPhone上面
[00:21:04] 然后你给我一个
[00:21:05] Agentic AI的interface
[00:21:07] 然后让我可以去支用app
[00:21:08] 其实像iPhone它已经有去埋这些功能了
[00:21:10] 还不能够用而已
[00:21:11] 它可以去让你选说哪一些app
[00:21:13] 你要让大家可以让它的AI去读之类的
[00:21:15] 我会觉得说这个我接受度会比较高一点
[00:21:17] 因为我还是要去用app啦
[00:21:18] 我还是要去使用我的券章下单啊
[00:21:20] Line啊
[00:21:20] 或是什么Facebook
[00:21:21] 或是我要逛X或什么的
[00:21:23] 就我们的习惯是很铁的
[00:21:25] 就已经绑在那一边啊
[00:21:26] 那可能有机会
[00:21:27] 我们只要被时代淘汰的一群人
[00:21:28] 搞不好新的年轻人没有问题
[00:21:30] 所以这个一直对我来讲都是一个大宅文
[00:21:32] 但我会觉得说
[00:21:34] 特别是前面有AI pin的例子之后
[00:21:36] 如果说有一个产品
[00:21:37] 它会告诉你
[00:21:38] 它直接要颠覆大家的想象
[00:21:40] 那它蛮高机会
[00:21:42] 就是会受到阴头痛击啊
[00:21:44] 所以对于这件事情
[00:21:45] 我本身是站在比较中性的一个角度
[00:21:48] 当然供应链这边已经有很多人去挖了
[00:21:50] 就是在说它的手机的chip
[00:21:53] 是由高通跟MediaTek去勾引
[00:21:55] 然后稍微去问一下身边的朋友
[00:21:57] 他们讲说一颗是120美元
[00:21:59] 那当然其实很快就有小作文传出来
[00:22:01] 就是去写说
[00:22:02] 那高通如果说可以供几颗
[00:22:04] 或是MediaTek可以供几颗
[00:22:05] 去乘以120美元的话
[00:22:07] 那就是有多少钱
[00:22:08] 然后他们给的数字是振天价想
[00:22:10] 但我是不认为说这个手机
[00:22:13] 或者说不知道
[00:22:13] 某一种装置
[00:22:15] smart device
[00:22:16] 然后它可以去取代手机
[00:22:17] 然后获得一个巨大的成功
[00:22:19] 我也觉得说比较困难一点
[00:22:21] 那最主要就是
[00:22:21] 因为从我们现在自己的手机使用体验上
[00:22:24] 我们还是习惯于去用APP
[00:22:25] 然后如果强调
[00:22:26] 其实你现在要去用AI
[00:22:27] 你在你的手机上就可以用到了
[00:22:29] 所以你会特地想要去买一只手机
[00:22:31] 然后来做它跟你promise
[00:22:33] 就是它可能有一个
[00:22:34] Agentic workflow
[00:22:35] 把在上面之类的
[00:22:36] 因为这个可能等到它手机推出来的时候
[00:22:37] 就算它有这个功能是很酷的
[00:22:40] 但我相信很快你在
[00:22:41] 其他的竞品手机
[00:22:42] 不管是中系
[00:22:43] 或者说美系的手机
[00:22:44] 韩系的手机
[00:22:45] 他们也会立刻的跟上
[00:22:46] 就是这是一个邪海战场
[00:22:48] 所以我不认为说
[00:22:49] 它的那个数字会很高
[00:22:50] 但也稍微再分享一下
[00:22:51] 因为市场上
[00:22:52] 有人已经在帮这个东西去做定价
[00:22:54] 去假设说
[00:22:54] 它可以卖个什么几千万台
[00:22:55] 然后一颗120美元
[00:22:57] 所以贡献可能EPS营收多少
[00:22:59] 但总之就是先看看就好
[00:23:01] 然后再来就是因为
[00:23:01] 它的伙伴是力讯
[00:23:02] 这个力讯严格上来说
[00:23:04] 它跟鸿海比起来
[00:23:05] 那个等级还是有差
[00:23:06] 所以那个品质
[00:23:07] 只要直接去挑战到iPhone
[00:23:09] 我觉得是比较困难
[00:23:10] 应该可以把它视为是
[00:23:11] Next Pixel Phone
[00:23:12] 或者说Next Samsung
[00:23:13] 还有一点点的可能性
[00:23:15] 这是我的一个小小心得
[00:23:16] 跟大家分享一下
[00:23:17] 那再来就是再聊一下
[00:23:19] Meta去签了一个
[00:23:21] Multi Billion Dollar Agreement
[00:23:22] With AWS
[00:23:23] For Large Scale Graviton 5 Deployment
[00:23:25] 那这个东西
[00:23:26] 我们在前面的
[00:23:27] 忘记是两个月前
[00:23:28] 有跟大家聊到
[00:23:29] 那时候在AWS的一个
[00:23:31] 自古东西里面呢
[00:23:32] 那Andy Jesse
[00:23:33] 也是有提到说
[00:23:34] 目前Graviton的状态
[00:23:36] 是供不应求
[00:23:37] 那他们自己要用都不够
[00:23:39] 然后一堆客户跟他说
[00:23:40] 要包下他的全部Graviton
[00:23:42] 所以目前CPU的状况
[00:23:44] 还是非常的火热
[00:23:45] 那特别是Meta
[00:23:47] 他其实在CPU的部署
[00:23:48] 是非常的激进的
[00:23:50] 那他的Multi Billion Dollar
[00:23:51] 因为我们不知道
[00:23:51] 是多少钱
[00:23:52] 所以我们只能够
[00:23:53] 去用一个简单的推算
[00:23:54] 他说他有Tens of Millions
[00:23:56] 的Graviton Core
[00:23:56] 那每个Graviton
[00:23:57] 他有192个Core
[00:23:59] 所以你去用1000万Cores
[00:24:00] 去推的话
[00:24:02] 去出一下
[00:24:02] 192就会得出说
[00:24:04] 大概是52K克晶片左右
[00:24:06] 那这只是Tens of Millions
[00:24:08] 就搞不好他后面
[00:24:09] 还有更多的Core的需求
[00:24:11] 那就会让到很高
[00:24:12] 那我们目前确实还是看到
[00:24:14] 说在市场里面
[00:24:15] CPU是非常的火热
[00:24:17] 所以在台系的一些CPU
[00:24:19] 相关的supply chain
[00:24:20] 全部都动起来
[00:24:21] 那蛮有趣的是
[00:24:22] 一些消费级的CPU chain
[00:24:24] 也动起来
[00:24:25] 这个我觉得
[00:24:26] 它是有点像是在读
[00:24:27] 类似说那时候记忆体
[00:24:30] 那时候我们跟大家分享说
[00:24:31] 一个蛮大胆的假设
[00:24:32] 那现在看起来是
[00:24:33] 市场有些人去买单
[00:24:34] 我自己是没有买单
[00:24:35] 但有些人去买单
[00:24:36] 那时候我们的说法是说
[00:24:37] 因为在记忆体涨的时候
[00:24:39] 就理论上大家都知道
[00:24:40] 最缺的东西是什么
[00:24:40] 是HBM
[00:24:42] 这个是在DRAM的方面
[00:24:44] 然后在SSD这边
[00:24:45] 在NAND的方面
[00:24:46] 最缺的东西是ESSD
[00:24:48] 企业级使用的
[00:24:49] 结果在若干的时间范围内
[00:24:52] 其实大家注意到说
[00:24:52] 很多的标股是产生在
[00:24:54] 可能一般人没有想象到的地方
[00:24:55] 就是所谓的被排挤的地方
[00:24:57] 结果是在DRAM的涨价
[00:24:59] 是非常的猛烈
[00:25:00] 特别是像D3D4的涨价
[00:25:02] 或甚至像是Nord的涨价
[00:25:03] 那再来在NAND这边
[00:25:05] 你看MLC NAND的涨价
[00:25:06] 然后或者是
[00:25:07] 这个CSSD
[00:25:09] 就是消费级的
[00:25:10] 那个涨价是非常凶的
[00:25:11] 所以有机会
[00:25:12] 就大家要去读这个剧本
[00:25:13] 那这个我们在聊
[00:25:15] Intel的一个电话会议的时候
[00:25:16] 有跟大家聊到
[00:25:18] 就是说Intel它
[00:25:19] 已经有在它的会里面
[00:25:20] 有明白地表示说
[00:25:21] 总之就是他们要把它的
[00:25:23] 产能输出给
[00:25:24] 就是以这个伺服器为主
[00:25:26] 所以有机会就是在消费级这边
[00:25:28] 会产生一些排挤的现象
[00:25:29] 那只是以目前终端的角度看
[00:25:32] 在消费级这边的需求
[00:25:33] 是不太行的
[00:25:34] 不太确定
[00:25:35] 就是说整个行情是不太好
[00:25:37] 消费性的状态是不好
[00:25:38] 那这样子这个排挤的需求
[00:25:40] 有没有走得很高
[00:25:41] 我们就没有办法这么的肯定
[00:25:43] 因为其实在记忆体这边
[00:25:45] 还是有一点点的差距
[00:25:47] 就来说像这个DDR3DDR4
[00:25:49] 它其实是用在一些
[00:25:50] server产品里面的
[00:25:52] 它其实还是伺服器规格的东西
[00:25:53] 那所以呢
[00:25:54] 它可能就会产生
[00:25:55] 一个排挤的效应
[00:25:56] 那只是说
[00:25:57] 如果说今天CPU产品
[00:25:58] 一条是server的
[00:25:59] 然后一条是consumer的
[00:26:01] 那你说server这边占掉很多
[00:26:03] 那consumer这边
[00:26:03] 有办法像DDR3D4这样子去吊喷吗
[00:26:06] 我自己会觉得就应该还好
[00:26:09] 但市场看起来只有蛮多资金
[00:26:10] 跑去买单这个故事
[00:26:11] 所以也简单的跟大家分享一下
[00:26:13] 总之就是CPU的状态很好
[00:26:15] 所以大家就会开始去想象说
[00:26:16] 那我可以买什么东西
[00:26:18] 除了这个玉山家
[00:26:19] 就蛮多人家手上都会买
[00:26:21] 你如果你要买CPU的话
[00:26:21] 可能就Intel ARM
[00:26:22] 然后跟AMD
[00:26:23] 那蛮多人开始去往其他的
[00:26:25] 就是CPU related的一些元件
[00:26:28] 那或者是说
[00:26:29] 可能据来说跟AMD
[00:26:30] 是长期的CPU伙伴的一些对象
[00:26:32] 往这边去惯
[00:26:33] 那这里我自己是比较保守一点
[00:26:35] 那一样
[00:26:36] 我有时候看保守东西
[00:26:37] 说不定话还是最喷的东西
[00:26:38] 就类似说
[00:26:39] 记忆体其实我本身是
[00:26:40] 只有吃到鱼头那一段
[00:26:42] 后面就是没有吃到
[00:26:43] 但我没有观察什么
[00:26:44] 还是会跟大家
[00:26:45] 稍微的分享一下
[00:26:46] 大家这样
[00:26:46] 所以接下来我们就来进入Q的部分
[00:26:48] 第一位PJ
[00:26:49] 五星黄吹留言测试XXV
[00:26:51] 最近MK除了网球
[00:26:52] 慢跑有持续吗
[00:26:53] 能不能分享一下
[00:26:54] 这两项运动入手的装备
[00:26:55] MK有没有听过一种户外活动
[00:26:57] 叫做攀树
[00:26:58] 在树上看风景是蛮特别的体验
[00:27:01] 有机会可以试试看
[00:27:02] 那你这样一讲的话
[00:27:03] 我们苗栗的小孩
[00:27:04] 每个人都有去体验过
[00:27:05] 这个户外攀树的运动
[00:27:07] 就整天都会爬树
[00:27:08] 那当然长大之后
[00:27:09] 就比较少去做这样子的东西
[00:27:11] 然后再讲说
[00:27:11] 慢跑有没有持续
[00:27:12] 没有
[00:27:12] 因为就是蛮专心的在打网球
[00:27:18] 所以真的是没有额外的体力
[00:27:20] 跟时间在做其他的事情
[00:27:21] 那再讲说
[00:27:22] 入手的装备
[00:27:23] 我就是买一个Wilson的球拍
[00:27:25] 然后跟一双网球鞋
[00:27:27] 那我本来都是穿自己的鞋子
[00:27:28] 然后后来教练跟我讲说
[00:27:29] 还是要穿网球鞋
[00:27:30] 可能在
[00:27:31] 不管是红土或是硬地上面
[00:27:33] 会比较好跑
[00:27:34] 那我觉得网球鞋它蛮特别
[00:27:35] 就是
[00:27:35] 可能不知道
[00:27:37] 我平常是比较少穿运动鞋
[00:27:38] 那它这个鞋子就是
[00:27:39] 你穿进去会觉得
[00:27:40] 你整只脚被包紧紧的感觉
[00:27:41] 那所以在运动方面呢
[00:27:43] 可能是真的比较适合
[00:27:44] 所以网球的装备
[00:27:45] 其实还蛮简单的
[00:27:46] 它可能比较困难
[00:27:47] 这是场地的问题
[00:27:48] 那下面一位
[00:27:49] Sandy Penn
[00:27:50] 54年前
[00:27:51] 我出生的第三天
[00:27:53] 因为肠道阻塞在台大儿科动手术
[00:27:56] 当时是小儿科权威
[00:27:57] 陈秋江医师执刀
[00:27:59] 虽然没有机会
[00:28:01] 亲自向陈医师道谢
[00:28:02] 永远感谢他
[00:28:03] 父亲曾说
[00:28:04] 当时他走进医院时
[00:28:05] 两手空空
[00:28:06] 满心担忧医药费
[00:28:07] 他一生勤奋工作
[00:28:09] 全心守护家庭
[00:28:10] 如同你听到诺咬呼唤你回家
[00:28:12] 拒绝在外应酬
[00:28:13] 那如今父亲已经85岁
[00:28:15] 10至7年
[00:28:16] 即便忘了大部分的人
[00:28:17] 却唯独认得我
[00:28:18] 身为主要照顾者
[00:28:19] 虽然难过
[00:28:20] 但能够在这个时刻陪伴他
[00:28:22] 我觉得非常的值得
[00:28:23] 是那一份父爱最好的报答
[00:28:24] 那听到你为安哥煎熬
[00:28:26] 我想这就是当年我父亲的心情
[00:28:28] 想要告诉你
[00:28:29] 这份爱是不会消失的
[00:28:31] 你的孩子长大之后
[00:28:32] 一定能够感受到
[00:28:33] 这份长久且深沉的守护
[00:28:35] 那现在看着父亲老得像个孩子
[00:28:38] 我才领悟到
[00:28:39] 人生最幸福的事情
[00:28:39] 其实很简单
[00:28:40] 吃得下睡得着
[00:28:41] 拉得了笑得出来
[00:28:43] 祝梦公祝家
[00:28:44] 全家平安幸福
[00:28:45] 这个留言看不出来
[00:28:46] 是一位50几岁的
[00:28:48] 资深美少女
[00:28:49] 写的用字都还感觉蛮年轻的
[00:28:51] 那希望您的父亲
[00:28:52] 可以寒衣弄孙
[00:28:54] 快乐地度过他的晚年
[00:28:57] 也希望他平安健康
[00:28:59] 也希望你们
[00:28:59] 每天都快乐幸福
[00:29:01] 下面一位
[00:29:02] 好想用棒棒抽斩爷的辟烟
[00:29:05] 嗨大家好
[00:29:06] 我是两个半月前
[00:29:08] 去东京吃入路的那个男子
[00:29:10] 千冬被你转发的当下
[00:29:11] 我直接早些在裤子里
[00:29:12] 拉面真的很好吃
[00:29:14] 然后在这边想要推荐
[00:29:15] 林又亨和他妈妈
[00:29:16] 尚瑞君阿姨出版的书
[00:29:18] 加油中学生的解忧之书
[00:29:21] 是一本分享家长
[00:29:22] 跟青少年孩子沟通
[00:29:24] 与成长经验的书
[00:29:25] 那说不定
[00:29:25] 刚刚哥长大之后
[00:29:26] 还大家可以看看这一本书
[00:29:28] 那此外
[00:29:28] 因为在日本玩泰赶
[00:29:30] 忘记买礼物
[00:29:31] 送林又亨
[00:29:31] 那希望可以送给他这一则留言
[00:29:33] 那最后希望美乐地
[00:29:34] 可以用川普练腿力竭的神
[00:29:36] 这没有办法
[00:29:37] 领风康复活力阿普
[00:29:40] OK好
[00:29:41] 那这个送给他的朋友
[00:29:42] 下面一位
[00:29:42] 77went
[00:29:43] 西香金奎
[00:29:45] 香金奎
[00:29:45] 香金奎
[00:29:46] 下面一位
[00:29:46] Shavar Chen
[00:29:47] 五星吹捧
[00:29:48] 主动型的ETF的镜头是台积电
[00:29:50] 梦工大大好
[00:29:51] 想请教个问题
[00:29:52] 巴菲特的实验
[00:29:53] 早就证明了
[00:29:54] 主动型基金长期很难打不过大盘
[00:29:57] 那但最近
[00:29:58] 姚池金母这类主动型ETF
[00:30:00] 还是红到发紫
[00:30:01] 想问MK大
[00:30:02] 既然现在规定放宽
[00:30:03] 他老人家
[00:30:04] 是不是只要无脑多买一点
[00:30:05] 台积电就可以撑出绩效了
[00:30:06] 那如果是这样
[00:30:07] 那跟我们散户自己
[00:30:08] 报警台积
[00:30:09] 或者是大盘有什么差别
[00:30:10] 主动型的ETF
[00:30:12] 在台股这种特殊的市场里面
[00:30:13] 真的能够打败巴菲特的魔咒吗
[00:30:15] 那祝全家平安健康
[00:30:17] 节目持续位居榜首
[00:30:19] 好
[00:30:21] 那非常感谢这位兄弟
[00:30:22] 那首先呢
[00:30:23] 就是巴菲特的赌注
[00:30:24] 就是那个十年之约
[00:30:25] 反正就是去跟这些基金们对赌
[00:30:28] 十年之后看
[00:30:29] 有谁有办法打赢大盘
[00:30:30] 就连他自己可能抓若干年
[00:30:32] 他自己都是没有办法打赢大盘
[00:30:33] 大盘确实是一个
[00:30:34] 非常可敬的对手
[00:30:36] 老实说
[00:30:37] 以台股的状态来讲
[00:30:38] 像今年非常红的是
[00:30:40] 主动型ETF
[00:30:41] 不知道大家有没有印象
[00:30:43] 一两年前是高股息ETF
[00:30:45] 那时候真的就是
[00:30:46] 无脑买高股息ETF
[00:30:47] 就会喷
[00:30:47] 然后成分股也都会喷
[00:30:49] 再往前的话
[00:30:49] 不知道大家还记不记得ARKK
[00:30:51] 我讲这个
[00:30:52] 当然不是要去
[00:30:53] DIS腰吃金母
[00:30:53] 因为腰吃金母的选股
[00:30:54] 我自己都非常喜欢
[00:30:55] 那个像是我自己会喜欢的选股
[00:30:57] 那只能够说
[00:30:58] 反正很多时候
[00:30:59] 江山带有才能处
[00:31:01] 我们当然希望说
[00:31:01] 瑶池金母可以旺个十年
[00:31:03] 然后击败巴菲特的赌约之类的
[00:31:05] 但实际上按照过往的经验
[00:31:07] 就是你要长期的赢大盘
[00:31:09] 真的是一个很不容易的事情
[00:31:10] 那你说要不要
[00:31:11] 我们就自己跑去买
[00:31:14] 大盘或是台积电就好
[00:31:15] 为什么要买这个东西
[00:31:16] 那你是这样子觉得
[00:31:17] 你就可以这样子做
[00:31:17] 那你如果觉得说
[00:31:19] 你自己是眼明手快的
[00:31:20] 下这个主动型ETF
[00:31:21] 你可以call一下你就去
[00:31:22] 那突然间高股息
[00:31:24] 现在很红的时候
[00:31:25] 你可以call一下你就去
[00:31:25] 有些人认为自己眼明手快
[00:31:27] 是可以的
[00:31:27] 那只是这样子
[00:31:28] 我在我这边都只会推荐大家
[00:31:29] 去走最樸实无华的
[00:31:31] 0050跟00608跟VOO VTI
[00:31:34] 这个是我一向对
[00:31:36] 就是绝大多数可能
[00:31:37] 没有花太多心力在市场
[00:31:39] 或是说
[00:31:39] 其实已经花很多心力
[00:31:41] 然后反正自己干不一定大盘
[00:31:42] 我都是推荐你去
[00:31:43] 买这样简单的产品
[00:31:44] 我觉得这个是我自己
[00:31:45] 比较喜欢的就是中心思想
[00:31:47] 那下面一位
[00:31:48] 小杨梦公哥好
[00:31:49] 想请问油光维持率的建议
[00:31:51] 因为明年要交屋
[00:31:52] 那不是很想要卖股票
[00:31:54] 我的部位是0050加00713
[00:31:56] 那请问配一点713
[00:31:57] 拉高维持率
[00:31:59] 这个想法是对的吗
[00:32:00] 想抓大盘回挡35%
[00:32:02] 是否太危险呢
[00:32:03] 超爱你哦
[00:32:04] 在我自己的角度
[00:32:05] 我会觉得
[00:32:06] 怎么说
[00:32:07] 偏
[00:32:07] 因为你是把钱压进去
[00:32:09] 然后接着可能有一段时间
[00:32:11] 你薪水的钱
[00:32:12] 或是其他的收入
[00:32:13] 不一定有机会进去
[00:32:14] 去把那个维持率拉起来
[00:32:16] 那以现在的位置
[00:32:17] 往下回挡30几%
[00:32:19] 有没有可能
[00:32:19] 我觉得几率偏低
[00:32:21] 但是是有机会发生事情
[00:32:23] 而且并不会说
[00:32:24] 什么是什么很罕见
[00:32:25] 或是很难看到的
[00:32:26] 那所以在我这个角度
[00:32:27] 会觉得
[00:32:28] 这个还是比较
[00:32:29] 怎么讲
[00:32:30] 冒险一点
[00:32:30] 但如果说你是有稳定的金流
[00:32:32] 你是还是有工作的
[00:32:33] 那你是随时可以
[00:32:34] 有办法去降杠
[00:32:35] 或者说你发现可能
[00:32:36] 矛头不对
[00:32:37] 那你有机会
[00:32:38] 自己会先提早去
[00:32:39] 做自我了断的
[00:32:40] 那可能还OK
[00:32:41] 简单来讲
[00:32:42] 就是我的认知是
[00:32:43] 如果你今天要开杠杆的话
[00:32:44] 你就是势必要去
[00:32:45] 射某一种停损
[00:32:46] 就是你杠杆开下去
[00:32:47] 不然说像是加码之后
[00:32:49] 你开始开杠
[00:32:49] 那你就一定要带获利回家
[00:32:51] 那反之呢
[00:32:52] 如果说你开始用杠去凹的话
[00:32:53] 那凹到某个程度
[00:32:54] 你一定要认输
[00:32:54] 因为你不认输的话
[00:32:55] 这个市场终于一天
[00:32:57] 会让你认输
[00:32:57] 这个是
[00:32:58] 就是过往
[00:32:59] 我们的经验就是这样子
[00:33:00] 那虽然以现在的角度
[00:33:01] 特别是最近应该很多人看到说
[00:33:03] 有蛮多晴天收散的案例
[00:33:05] 就是一些券商已经告诉你说
[00:33:06] 他已经不让你去压股票
[00:33:08] 或是到期没有办法续约
[00:33:09] 你就知道说
[00:33:10] 每个人都在借钱买股票
[00:33:11] 那等到行情反转的时候
[00:33:13] 是有机会会蛮可怕的
[00:33:14] 虽然以目前的角度
[00:33:16] 我们还没有立刻注意到这些风险
[00:33:18] 但大盘这种东西
[00:33:19] 很多时候没只能够边走边看
[00:33:21] 你没有办法事前去做预测
[00:33:22] 任何想要事前去做预测的
[00:33:24] 我都会觉得他们是神棍
[00:33:25] 所以还是要边走边看
[00:33:26] 但是你设的这个门槛
[00:33:28] 其实是有机会碰到的
[00:33:29] 你自己要有心理准备
[00:33:30] 下面一位
[00:33:31] G
[00:33:31] 我是好几集以前
[00:33:33] 以前佩服你让小孩
[00:33:36] 玩宝可梦卡牌的听众
[00:33:37] 想问最近诺海
[00:33:38] 有抽到什么好料吗
[00:33:39] 宝可梦卡牌可以比NFT有价值
[00:33:41] 是很多人都万万没有想到的吧
[00:33:43] 来推荐一下最新的
[00:33:45] Can West的专辑
[00:33:46] Bully
[00:33:46] 真的是顶中顶
[00:33:47] 让您的耳朵舒服一下爱妮
[00:33:49] 非常感谢你的推荐
[00:33:50] 宝可梦卡牌
[00:33:52] 目前我是没有让他去做收集
[00:33:54] 虽然他有时候
[00:33:55] 就带他去卡牌店开卡包的时候
[00:33:56] 他会看到墙面上
[00:33:57] 人家会丢出一些
[00:33:58] 可能比较稀有的卡片要卖
