[00:00:00] 欢迎收听古爱,我是沈梦公
[00:16:36] 我们看到他们是非常有纪律的
[00:16:38] 就即便说
[00:16:39] 已经知道价格是非常好的
[00:16:41] 那他如果去扩产的话
[00:16:42] 其实都还是可以吃到一段
[00:16:43] 但是可能前面已经吃过太多的亏了
[00:16:46] 所以他们不愿意去做扩产
[00:16:47] 那目前被动元件这边
[00:16:48] 我们也只有看到
[00:16:49] 部分的高压的MLCC的厂商
[00:16:51] 有去做扩产
[00:16:53] 因为那个东西真的缺到爆炸
[00:16:54] 所以要去做扩产
[00:16:55] 那可是其他厂商呢
[00:16:56] 目前是没有看到
[00:16:57] 有一些大动作的扩产
[00:16:59] 所以这边可以给大家
[00:17:00] 当成一个下档的防守
[00:17:01] 因为毕竟这些东西都拉出去了
[00:17:03] 所以你就知道说
[00:17:04] 只要你后面看到一些扩产出来
[00:17:06] 它不一定会立刻造成影响
[00:17:08] 但就是要稍微的去注意一下
[00:17:10] 如果说大家都很有共识的
[00:17:11] 要扩产的话
[00:17:12] 那就代表这供需问题会解决的
[00:17:14] 不敢说很快
[00:17:15] 但是会相对蛮快的
[00:17:17] 就是不会让大家的想象中那种
[00:17:19] 可能维持超高毛利的时间
[00:17:21] 很长一段时间的剧本产生
[00:17:22] 但如果说一直都没有出现扩产
[00:17:25] 然后大家像是记忆体这边一样
[00:17:27] 就是已经像类似厂商
[00:17:28] 有在打暗号一样
[00:17:29] 我们大家都不要扩
[00:17:30] 以前大家扩产就是一起产
[00:17:32] 那我们今天就大家都可能
[00:17:33] 维持一个有几率的扩
[00:17:35] 其实像台积电也是这样子
[00:17:36] 有几率的扩产
[00:17:37] 它并没有去
[00:17:38] 因为美国的大客户跟他说
[00:17:40] 晶片不够
[00:17:41] 每个人都在爱说晶片不够
[00:17:42] 我觉得大扩产
[00:17:43] 所以它会去限制掉
[00:17:45] 泡泡吹到很大的一个可能性
[00:17:47] 当然就比较不会有泡泡破掉
[00:17:50] 泡沫化之类的一些巨型产生
[00:17:52] 所以这个是后面
[00:17:53] 可以注意的一个重点
[00:17:54] 目前在这个礼拜
[00:17:56] 就是从上次节目到现在
[00:17:57] 我们又持续的看到
[00:17:58] 不管是电容或者说电感
[00:18:01] 甚至是电阻的涨价持续的发生
[00:18:03] 再来在一些消费端这边
[00:18:06] 目前看到涨价的幅度
[00:18:07] 是还算OK
[00:18:08] 还有压得住
[00:18:09] 但是已经持续的发生
[00:18:10] 然后在只要偏Cloud这边
[00:18:12] 其实价格蛮多都上很快的
[00:18:14] 甚至在后面会注意到
[00:18:15] 有很多采购应该就会开始去强调
[00:18:17] 到时候就会类似像
[00:18:19] 记忆体刚起来
[00:18:20] 我觉得有点
[00:18:20] 差不多的一个剧本
[00:18:22] 一开始大家都是半信半疑
[00:18:23] 不太相信
[00:18:24] 然后等到真的滚雪球
[00:18:25] 发生事情的时候
[00:18:26] 大家就会直接冲进去
[00:18:27] 冲进去之后
[00:18:28] 就是第一波压力测试
[00:18:29] 到底是不是真的缺
[00:18:30] 还是说只是一个短期的供需时人
[00:18:33] 到时候我们再来跟大家验证这件事情
[00:18:35] 但目前就是已经有看到缺口的产生
[00:18:37] 因为这个东西
[00:18:39] 其实已经是follow一段时间了
[00:18:41] 所以股价也到相对的高位
[00:18:43] 当然可能还会再更高
[00:18:44] 不晓得
[00:18:44] 只是就不会去针对股价
[00:18:46] 做太多评论
[00:18:47] 大家自己要小心
[00:18:47] 最高有时候被套一下
[00:18:49] 被杀一下
[00:18:50] 就是不要挨挨叫
[00:18:51] 你要知道自己在做的是什么东西
[00:18:53] 再来稍微聊一下
[00:18:54] 因为最近有看到
[00:18:55] Semi-Analysis发了一个报告
[00:18:57] 反正就是去验证
[00:18:59] 我们在几个月前讲的事情
[00:19:00] 那时候就是有跟大家聊到说
[00:19:02] 我们有注意到说
[00:19:04] Blockom这边好像少了一颗金片
[00:19:05] 就是我们知道可能在V7
[00:19:07] 或者说V8 V9
[00:19:08] 应该都是有MediaTag
[00:19:10] 然后跟Blockom是一人去做一边
[00:19:13] 所以就来说像这个Zebrafish
[00:19:15] 对应的就是Soundfish
[00:19:16] 然后在下一代的Homofish
[00:19:17] 然后对应的那一条鱼不见了
[00:19:19] 怎么会突然间少一条鱼呢
[00:19:20] 那最近这个Semi-Analysis
[00:19:22] 就把这件事情给写出来
[00:19:24] 那他们给出来的一个结论是在讲说
[00:19:28] 反正就是对
[00:19:28] 在Blockom这边真的是少了一条fish
[00:19:31] 那个一个代号
[00:19:31] 反正就是少了一代的金片
[00:19:33] 但是他们会把V10
[00:19:34] 他们说Icefish是他的
[00:19:36] 会把它POIN会提早去做
[00:19:38] 那这边其实跟我们自己考察到的东西
[00:19:40] 有一点点出路
[00:19:41] 那我们不知道讲人家错
[00:19:42] 因为你知道其实这个供应链
[00:19:44] 每个人都在咪牌
[00:19:44] 大家都在咪牌
[00:19:45] 那我们这边有时候也会可能
[00:19:47] 一开始讲的东西错了
[00:19:48] 但我们最终一定都会拿到正确的答案
[00:19:50] 反正就是大家都在乱拆
[00:19:51] 大家都是有自己的方式去
[00:19:52] 拿到自己的资讯
[00:19:53] 然后把它拼凑起来
[00:19:55] 那我们这边目前看到的状态是这样子
[00:19:57] 就虽然可能在Soundfish之后
[00:19:59] 你没有看到Blockom的下一代
[00:20:00] 晶片的推出
[00:20:01] 但是应该会有一个
[00:20:03] 比较大颗的Soundfish
[00:20:04] 那当然这个代号
[00:20:05] 我们就先不在节目上去聊
[00:20:07] 反正总之就是
[00:20:08] 会有一颗比较大颗的Soundfish
[00:20:10] 那它的做法怎么样
[00:20:11] 它就是把两片晶片去双拼
[00:20:13] 那根据我们的判断
[00:20:15] 应该是把它拼在一个substrate
[00:20:17] 就把它拼在一个窄板上面
[00:20:18] 那所以它的玩法
[00:20:19] 其实有一点像是
[00:20:20] 苹果的Ultra晶片
[00:20:21] 就苹果不是有出一个Ultra晶片
[00:20:23] 它其实就是两个晶片
[00:20:24] 把它双拼
[00:20:25] 变成是一个晶片这样子
[00:20:26] 那当然它并不是
[00:20:28] 透过那个Code的方式
[00:20:29] 就是直接chip之间的对联
[00:20:31] 因为那可能比较难做
[00:20:32] 它是透过用窄板去做
[00:20:33] 那当然用窄板去做
[00:20:34] 也会有它的问题
[00:20:35] 那是工程团队要解决的事情
[00:20:36] 那不是我们要解决的事情
[00:20:37] 但总之就是
[00:20:37] 我没有看到这样子的一个做法
[00:20:40] 所以可能在后续
[00:20:41] 当然因为我们知道说
[00:20:42] 现在老AI是市场里面
[00:20:43] 大家比较是不喜欢的东西
[00:20:44] 大家想要去闪躲
[00:20:46] 但只要我们持续看到
[00:20:47] 在产品线上面
[00:20:48] 就像窄板
[00:20:49] 你还是有新的故事存在
[00:20:51] 那当然在市场上对应的
[00:20:53] 我们就不会去点说是哪一家公司
[00:20:54] 反正总之就大家可能都有机会
[00:20:56] 讲说谁家
[00:20:57] 或者说可能Google这样子做
[00:20:58] 别人也会想要学他这样子做
[00:21:00] 都还是会有一些后续的可能性
[00:21:02] 所以我会认为说
[00:21:03] 像以下的老AI
[00:21:04] 那时候大概提一下
[00:21:05] 就是我会觉得说
[00:21:06] 现在可能进去街道
[00:21:07] 会稍微危险一点
[00:21:08] 因为这个市场的资金
[00:21:09] 确实有去做一些变动
[00:21:11] 但是可能等到未来
[00:21:12] 在某一段时间回头看
[00:21:13] 你会发现
[00:21:13] 就像说这个NVIDIA
[00:21:15] 它其实根本就
[00:21:15] 还是按照自己的road map在推进
[00:21:17] 它只是这一代的量产
[00:21:19] 可能没有用到本来大家认为
[00:21:20] 会出来的某一个产品
[00:21:21] 只是后面会出现
[00:21:22] 或者说可能会发现说
[00:21:24] 毛利率的低谷
[00:21:25] 就只是短暂的一两季
[00:21:26] 然后后面就会回升
[00:21:27] 那一样的道理就是
[00:21:28] 现在有一些老AI
[00:21:29] 可能大家不要
[00:21:30] 可是可能等到后面
[00:21:31] 突然间大家要去聊
[00:21:32] 这一颗晶片的时候
[00:21:34] 但这颗晶片
[00:21:34] 现在在市场上面的
[00:21:35] 曝光度是极低
[00:21:36] 像我们自己也算是
[00:21:38] 蛮大胆的去讲说
[00:21:40] 有可能有这个东西的存在
[00:21:41] 因为大概有看到这样
[00:21:43] 只是跟外面的一些言调
[00:21:45] 或者一些报告写的东西
[00:21:47] 是不太一样
[00:21:47] 每个人都有自己的认知
[00:21:49] 有可能就是等到
[00:21:50] 大家想要去把目光
[00:21:51] 放到这个地方的时候
[00:21:52] 有些那种老的
[00:21:53] 大家不要的
[00:21:54] 认为是狗屎的东西
[00:21:55] 又再次的会被拿到
[00:21:56] 市场的中央里面
[00:21:58] 我觉得比较经典的
[00:21:59] 就是像是前阵子
[00:22:01] 那时候聊一家公司
[00:22:02] 叫AP Memory
[00:22:03] 就是爱普
[00:22:03] 像这家公司
[00:22:04] 它也是在那一段时间
[00:22:06] 就不知道什么
[00:22:07] 市场就不喜欢它
[00:22:08] 可是后来当Google的TPU
[00:22:10] 变成是舞台正中央的时候
[00:22:12] 因为大家知道说
[00:22:13] 它的那个东西
[00:22:13] 就是埋在宅办里面的电容
[00:22:15] 反正就是他们称为
[00:22:17] Integrated Passive Device
[00:22:18] 像这个东西
[00:22:19] 就是因为Google的
[00:22:21] 大量的曝光
[00:22:22] 大家注意到
[00:22:22] 就是再次这个资金又回来
[00:22:24] 所以前面可能比较软的东西
[00:22:25] 都是有机会会在后面复活
[00:22:27] 所以这也是为什么
[00:22:28] 会在这一波跟大家分享
[00:22:30] 就除了一方面是因为
[00:22:31] 东西真的拉很远
[00:22:32] 所以像我们身边蛮多人
[00:22:33] 我都注意到
[00:22:34] 大家没有刻意在调布
[00:22:35] 因为拉太远
[00:22:35] 大家don't fucking care
[00:22:37] 然后再来就是
[00:22:37] 我认为就是一些
[00:22:39] 可能现在看起来
[00:22:40] 是被提款的东西
[00:22:41] 我们就不去点哪些族群
[00:22:42] 因为在看盘的人
[00:22:43] 应该都可以很明显看到
[00:22:44] 有些族群
[00:22:45] 已经是整个软掉下去了
[00:22:46] 那不代表他们的故事结束了
[00:22:48] 就是不代表他们的故事结束了
[00:22:49] 因为其实我们在后面
[00:22:50] 还是有看到一些产品线
[00:22:51] 会有他们露出的机会
[00:22:53] 那只是市场有时候就是这样
[00:22:55] 就是那个钱
[00:22:56] 就特别是像在四月的时候
[00:22:57] 超明显
[00:22:58] 因为行情很好
[00:22:59] 所以就是万物起涨
[00:23:00] 那现在就比较回到
[00:23:02] 就是我们可能
[00:23:02] 比较看得懂的那种场景
[00:23:04] 也就是
[00:23:04] 其实市场是会轮动
[00:23:06] 资金是会轮流休息的
[00:23:07] 那这种也是我们会把它推估
[00:23:09] 为是比较健康的行情
[00:23:10] 就是如果说你全部都在碰的话
[00:23:12] 我们反而会开始担心
[00:23:13] 所以现在反而觉得是TAS
[00:23:15] 就是有些东西可能下去
[00:23:16] 或什么样
[00:23:17] 那可是我们也不会因为说
[00:23:18] 它下去
[00:23:19] 然后就要说
[00:23:19] 它不行
[00:23:20] 它烂掉什么
[00:23:21] 因为其实在后面
[00:23:22] 都还是有一些能见度
[00:23:23] 那只是当然
[00:23:24] 因为前面可能赚得了很多
[00:23:25] 所以会产生的一些情形是
[00:23:27] 我相信现在的一些强势股
[00:23:29] 后面也都会用这个方式
[00:23:30] 去做一个暂时的休息
[00:23:32] 就是下来都会下很快
[00:23:33] 为什么
[00:23:34] 因为大家赚太多
[00:23:35] 所以就随便乱卖
[00:23:36] 这个有时候也是蛮困扰的
[00:23:37] 像最近我自己手上一些标的
[00:23:39] 其实蛮多东西
[00:23:40] 已经都已经涨到进去储置股
[00:23:41] 所以我盘中其实没时做
[00:23:42] 因为没有办法出来
[00:23:43] 也没有办法动
[00:23:44] 所以就放着看
[00:23:45] 可是有时候就会观察到一些
[00:23:47] 像那种
[00:23:47] 我现在觉得是不是有很多
[00:23:48] 他妈的杂鱼在锁掌停
[00:23:49] 因为我们自己身边有一些
[00:23:51] 我认为上高阶的锁掌停
[00:23:53] 就真的是比较强的人
[00:23:54] 我就注意到说
[00:23:55] 有一些那种新来锁掌停的
[00:23:57] 干他妈的超烂
[00:23:57] 他可能今天锁掌停
[00:23:58] 然后隔天他连开高都没办法
[00:24:00] 你还是收一收回家
[00:24:02] 你连开高都没有办法
[00:24:03] 然后跑到市场里面
[00:24:04] 乱人家筹码
[00:24:05] 那种劣值筹码
[00:24:06] 妈的
[00:24:06] 你在那边锁
[00:24:07] 然后隔天直接开低
[00:24:08] 然后开始乱砸
[00:24:09] 就开始会注意到很多
[00:24:10] 这种Fucking快乐宝贝跑出来
[00:24:11] 对
[00:24:13] 就是有这些快乐宝贝出来
[00:24:14] 就有机会
[00:24:15] 会帮一些东西做一个小偷
[00:24:16] 当大家可能信仰
[00:24:18] 又没有特别的坚定
[00:24:19] 又看到隔壁东西在回档的时候
[00:24:20] 外加前面也赚多了
[00:24:22] 就这样乱丢
[00:24:22] 所以其实我们就有看到
[00:24:24] 蛮多那种乱丢的东西出来
[00:24:26] 只是一样
[00:24:27] 因为现在市场的族群性
[00:24:29] 已经算是非常明显的
[00:24:30] 反正你拉强事故
[00:24:31] 都知道说是哪些族群的
[00:24:32] 等到后面可能出现
[00:24:33] 一些新的轮动的时候
[00:24:35] 我们可能再去注意说
[00:24:36] 有什么新的故事
[00:24:37] 有些东西其实我们后面没有再
[00:24:39] 继续跟大家聊
[00:24:41] 也不是说我们怎么样
[00:24:42] 因为像前阵子就很烦
[00:24:44] 因为我曾经跟大家聊玻璃机板
[00:24:46] 其实那时候真的就是有看到
[00:24:47] 一些玻璃机板的东西
[00:24:48] 后来我就没有聊了
[00:24:49] 然后就有看到
[00:24:49] 在一些网络论坛就有些人会讲说
[00:24:51] 你看他已经是出完货了
[00:24:53] 出完货他就不聊了
[00:24:54] 没有
[00:24:54] 我没有空Fucking baby see you
[00:24:56] 我真的没有空去照顾
[00:24:58] 就是各路的白痴
[00:24:59] 就是我们光是把讯息分享给大家
[00:25:01] 你懂看的
[00:25:02] 你就已经是有办法自己去赚钱了
[00:25:04] 所以我不可能就是每个族群
[00:25:05] 我都你知道就一直cover
[00:25:07] 或像是我们可能在年初的时候聊卫星
[00:25:09] 你说卫星到现在我们有不看好
[00:25:10] 没有绝对都是看好
[00:25:11] 可是我们的交易也算move on
[00:25:13] 我们会去找新的族群或什么
[00:25:15] 所以有些东西我们卖掉
[00:25:16] 也不一定是代表说
[00:25:18] 我们是不看好或什么
[00:25:19] 就是因为有一些新的东西
[00:25:20] 我们做交易的
[00:25:21] 其实就是持续的往前看
[00:25:22] 那狼子就是有一些那种
[00:25:23] 可能下去的东西
[00:25:24] 也不代表他现在不行
[00:25:25] 我觉得因为我们还是看来到
[00:25:27] 他后面的一些展望
[00:25:28] 所以或许就是要等资金的轮动
[00:25:30] 所以这一波的修正
[00:25:32] 目前自己的心中是看说
[00:25:34] 他应该比较不会是一个全面的崩盘
[00:25:37] 不一定
[00:25:37] 因为有些人讲说什么
[00:25:38] 年初会只要去换主席
[00:25:39] 后面都是会崩
[00:25:40] 好像有一个统计数据是这样
[00:25:42] 这个我当然也会有一点担心
[00:25:43] 但只要市场里面有强势股存在
[00:25:46] 就会觉得还OK
[00:25:47] 所以这其实在过去的两三集
[00:25:48] 就已经持续的去讲这个说法
[00:25:50] 只要还有强势族群在
[00:25:52] 然后东西开始说
[00:25:52] 你其实只要有一点警觉
[00:25:54] 你要知道说
[00:25:54] 你现在手上的东西
[00:25:55] 其实不是他不好
[00:25:56] 只是因为大家可能
[00:25:57] 这个资金已经没有像过去四月
[00:25:59] 因为那时候朋友讲说
[00:26:00] 四月随便所长停
[00:26:01] 随便都会上去
[00:26:02] 我们在好像两三集前
[00:26:04] 也有讲到这件事情
[00:26:05] 因为以前你随便点一点
[00:26:06] 你就会上去
[00:26:06] 然后现在不会
[00:26:07] 所以会开始有一些那种
[00:26:08] 强弱出来
[00:26:09] 弱的东西可能被你太掉的
[00:26:11] 你觉得心灰意冷
[00:26:13] 你不要了
[00:26:13] 想说我已经赚一阵子了
[00:26:15] 我就干脆把它丢光
[00:26:16] 或是说烂东西
[00:26:17] 我最爱高点
[00:26:18] 它都不会动
[00:26:18] 后面还是有机会给你惊喜
[00:26:20] 再一次上去
[00:26:21] 所以现在就是一个
[00:26:22] 我觉得蛮典型的多头市场
[00:26:24] 多头市场本来就是会有一些
[00:26:26] 涨多拉回
[00:26:27] 甚至拉回会掉的蛮重的
[00:26:28] 总之就是你只要持续的去锁定
[00:26:30] 我认为第一个就正确题材
[00:26:32] 第二个就真的会有营收跟获利件来的东西
[00:26:34] 其实应该是不用想太多
[00:26:35] 除非怎么样
[00:26:36] 除非就是AI的投资突然间
[00:26:37] 亚然而止
[00:26:38] 那可能就会出事情
[00:26:39] 所以大概是对最近盘施的一个看法
[00:26:41] 就不会因为说回档
[00:26:42] 然后就讲说
[00:26:43] 这个要崩盘了
[00:26:44] 像Michael Burry这样
[00:26:44] 要崩盘了
[00:26:45] 我觉得一般我们不会这样子看
[00:26:47] 就算你真的喊重
[00:26:49] 那也没意义嘛
[00:26:50] 因为你从以前一路喊
[00:26:50] 还到现在
[00:26:51] 你总是会重一次的
[00:26:52] 所以大家这样
[00:26:53] 那我们再来进去的部分
[00:26:54] 第二位
[00:26:55] 第二次Spotify留言测试
[00:26:57] EP61 Choco讲话
[00:26:58] 超可爱心软软
[00:26:59] 都有诺亚乃因释出的
[00:27:01] 请问可以有Choco的版本吗
[00:27:02] 那最后祝孟宫全家平安
[00:27:03] 请观音大爷保佑我
[00:27:05] 顺利考上培训机制
[00:27:06] 升上FO后
[00:27:07] 捐出每个月薪水30%
[00:27:09] 连续捐两年
[00:27:10] 这个真的是一个非常大方的许愿
[00:27:12] 因为FO的薪水不低
[00:27:13] 大概可能20几万吧
[00:27:14] 然后他要捐30%
[00:27:15] 这个是很大方的一个捐献
[00:27:17] 希望你可以考上
[00:27:18] 那下面一位
[00:27:19] McNedal
[00:27:21] Wu
[00:27:21] 猛公安安
[00:27:22] 我跟男友都是你的忠实听众
[00:27:25] 还没有在一起的时候
[00:27:26] 本来暗示他打电话给我
[00:27:27] 结果他叫我无聊就去听
[00:27:29] 从此爱上梦公去嘎迷人的嗓音
[00:27:31] 一听就是三年
[00:27:32] 5月24号说我男友凯克的生日
[00:27:33] 希望大家可以用猛男的声音
[00:27:35] 祝我的男友
[00:27:35] 生日生到博士
[00:27:37] 绩效大报社
[00:27:39] 救命
[00:27:39] 白美丽的女友
[00:27:41] 那所以问一下猛公
[00:27:42] 漫威最喜欢的角色是哪一个
[00:27:43] 那最近重新刷了一次
[00:27:45] 觉得万磁王真的帅爆了
[00:27:47] 祝大家都可以当古事的万磁王希希
[00:27:50] 因为万磁王那个演员
[00:27:52] 除了帅之外
[00:27:52] 他懒教也超大的
[00:27:53] 你可以去查看看
[00:27:55] 他他
[00:27:55] 他屌真的超大
[00:27:56] 我不知道怎么突然跟你讲这个
[00:27:57] 但因为我也非常喜欢
[00:27:58] 他什么
[00:27:59] 什么
[00:27:59] 反正就是一个非常酷的演员
[00:28:02] 你这样一讲
[00:28:03] 我突然间觉得说
[00:28:04] 好像漫威真的最帅的就是他
[00:28:06] 其他的话
[00:28:07] 以前还会蛮喜欢那个
[00:28:08] 小老婆道尼
[00:28:09] 但后来就觉得说
[00:28:10] 是否偏油
[00:28:11] 那美国队长的话就
[00:28:13] 不知道就太刻意的正面了
[00:28:15] 那所有的话
[00:28:16] 又太卖肉了
[00:28:17] 好像我妈在那边东挑西简
[00:28:19] 可是不知道
[00:28:20] 你这样一讲
[00:28:21] 好像真的万磁王是
[00:28:22] 就是你一说我就认为非常有共鸣
[00:28:25] 这是应该真的是最帅的角色
[00:28:26] 下面一位
[00:28:27] 皮包卡到鸡
[00:28:29] 什么艺人头最元
[00:28:30] 淘金银
[00:28:31] 6分
[00:28:34] 可以
[00:28:35] 那梦工
[00:28:35] 您对于台积电技术论坛提到的三层蛋糕
[00:28:37] 有什么看法
[00:28:38] 那里面有提到一堆光通相关的东西
[00:28:40] 以为会提振一下光通股
[00:28:41] 结果还是直直落
[00:28:41] 那是不是大家都知道了
[00:28:43] 所以利多出镜了
[00:28:44] 那然后梦工认识X上面的Serenity吗
[00:28:47] 上次提到X上感觉很多假外国人
[00:28:49] 在想他是不是其中一个
[00:28:50] 梦工对于他的选股观点有什么看法
[00:28:52] 感谢回复
[00:28:52] 再补一个好了癌症病人的年终聚会叫什么
[00:28:56] 癌有为雅
[00:28:57] 7分
[00:28:59] 这个人满在讲笑话的
[00:29:00] 电视笑话的冠军
[00:29:01] 然后再讲说台积电的论坛
[00:29:03] 因为他们有cue到光通相关的东西
[00:29:04] 那有一个说法是这样
[00:29:06] 虽然我觉得是
[00:29:07] 为父心慈强说愁
[00:29:09] 因为光通可能是要比较软一点
[00:29:10] 所以大家硬讲说
[00:29:11] 你看台积电都可以自己做
[00:29:12] 所以别人都不能够做
[00:29:14] 我就不是这样一个情形
[00:29:15] 就是一样
[00:29:15] 我们不会去把一个市场太容易的视为
[00:29:18] 说是完全竞争
[00:29:19] 是红海市场
[00:29:20] 是零和市场
[00:29:21] 我们都会认为说
[00:29:22] 一个新的东西
[00:29:23] 如果他没有办法喂饱大家
[00:29:24] 他没有办法去带来一个
[00:29:25] 非常暴利的成长性的话
[00:29:26] 那这个市场连看都是不该看的
[00:29:28] 所以光通市场一定都是非常好的
[00:29:30] 我觉得未来
[00:29:31] 你回头看一定都会注意到说
[00:29:33] 它的成长性是极好的
[00:29:35] 可能就是在过程中
[00:29:35] 势必涨多
[00:29:36] 就是会有一些回档的产生
[00:29:38] 那一个比较经典的举例
[00:29:41] 像以前我们蛮常聊到的一家公司
[00:29:44] Estar Labs
[00:29:44] 因为它后来不是我的大厂的
[00:29:46] 所以我觉得我比较少去聊它
[00:29:47] 但大家可以回头看一下
[00:29:48] 它抵到100块
[00:29:49] 然后现在喷到多少钱
[00:29:50] 那你要记得那个感觉
[00:29:52] 就是它从上面掉下来的那一段时间
[00:29:54] 大家是怎么说它的
[00:29:55] 然后接着你再看它一下喷回去
[00:29:57] 你的感受就会很深
[00:29:58] 其实我觉得大家都要多累积
[00:29:59] 这样子的一些经验
[00:30:01] 有时候那个波段报股
[00:30:02] 稍微的被虐到一下
[00:30:04] 没有关系
[00:30:04] 反正你只要不是欧一满仓就好了
[00:30:06] 就是你去感受一下
[00:30:07] 一个股票从可能高档掉到低档
[00:30:10] 大家是怎么说它的
[00:30:11] 然后接着它又喷到新高的时候
[00:30:13] 就发现新一批的人出来催它了
[00:30:15] 然后后面又再一次的循环下去
[00:30:17] 所以经常不要太容易受到
[00:30:18] 市场的这一些说法给影响
[00:30:20] 有时候就是你还是要
[00:30:22] 类似
[00:30:22] 刚才前面不觉得要考那个FO吗
[00:30:24] 那你在做那个飞行训练的时候
[00:30:25] 它都会跟你讲一个重点
[00:30:26] 就是你在landing的时候
[00:30:28] 你要看的不是你面前的跑道
[00:30:29] 你是要看远方
[00:30:31] 你要看远方
[00:30:31] 你这样才可以调到
[00:30:32] 所以应该的道理就是
[00:30:33] 我们会去注意一些产业的cager
[00:30:35] 或是哪一个东西是
[00:30:36] 发展性质比较好的
[00:30:38] 然后过程之中的一些震荡
[00:30:39] 尽可能去忽略到
[00:30:41] 你要吃大鱼的话
[00:30:43] 比如说台阶电的论坛
[00:30:45] 没有去引发市场的兴趣
[00:30:47] 或是说像有些人讲的
[00:30:48] 它会打击到一些光通
[00:30:49] 没有啦
[00:30:50] 那都是短期的一些影响而已
[00:30:51] 然后再讲说X上面的一个账号
[00:30:54] 我是不知道
[00:30:54] 然后再来是
[00:30:55] 跟大家讲一个重点
[00:30:56] 就是我们绝对不会去看人家爆牌
[00:30:59] 或什么的
[00:31:00] 就是以我自己
[00:31:01] 或是我身边满多朋友
[00:31:02] 我们其实真的很少听到
[00:31:04] 谁会去cue说谁在爆牌
[00:31:06] 但好多散物喜欢这样子
[00:31:07] 就看什么哪一个账号在爆牌
[00:31:08] 准不准
[00:31:09] 我们真的不在意这样的东西
[00:31:10] 我们其实比较常看的是
[00:31:12] 像一些业内人士
[00:31:13] 你一看知道这个人就是业内的
[00:31:14] 他分享的一些评论
[00:31:15] 然后他可能讲的很悲观什么
[00:31:17] 我们反而很高兴
[00:31:18] 就代表说
[00:31:18] 你看业内人士都不看好
[00:31:20] 可是我们看到报牌
[00:31:20] 明明就是上涨了
[00:31:21] 那就还是在继续喷
[00:31:22] 我们喜欢去看一些产业的讨论
[00:31:24] 以前可能我不知道
[00:31:25] 就比较菜的时候
[00:31:26] 我也会去看说什么
[00:31:28] 谁准不准
[00:31:28] 谁翻指标
[00:31:29] 但那个最后面发现说
[00:31:30] 都是没有营养的东西
[00:31:31] 就是比较不会去盯
[00:31:33] 所谓的牌
[00:31:33] 我比较想知道的是一些
[00:31:35] 产业的趋势
[00:31:36] 那我X上面去注意到说
[00:31:38] 是不是他人反串的
[00:31:39] 也几乎都是在讲产业局势
[00:31:40] 只是他们可能
[00:31:41] 太刻意的去提一些
[00:31:43] 台湾的产业报告
[00:31:44] 券商报告
[00:31:45] 然后或者是什么
[00:31:46] 工商时报的信号什么
[00:31:47] 我会觉得说
[00:31:48] 你们一定不是真正的
[00:31:49] 韩国人跟日本人
[00:31:50] 我就会这样子想
[00:31:51] 就乱猜的
[00:31:52] 那下面有位
[00:31:53] Brett
[00:31:53] 六星好评
[00:31:54] 孟公您好
[00:31:55] 想请您用猛男的声音
[00:31:56] 祝福我最猛的老婆
[00:31:58] 婉逸
[00:31:59] 4月23号
[00:32:00] 18岁生日快乐
[00:32:01] 虽然时间已经过了
[00:32:02] 留意密码好难
[00:32:03] 他有多猛
[00:32:04] 他跟Lisa一样
[00:32:05] 生小孩没有打
[00:32:08] 一年级以来
[00:32:08] 22年的陪伴
[00:32:09] 也在10年前
[00:32:10] 生下了健康的儿子
[00:32:11] 一起度过了
[00:32:12] 许多美好的时光
[00:32:13] 未来而一起
[00:32:14] 开开心心的过日子
[00:32:15] 我也会努力
[00:32:16] 当一个好老公好爸爸
[00:32:17] 那PS
[00:32:18] 10多年前老婆曾经
[00:32:19] 民事我
[00:32:20] 好想要在海边被求婚
[00:32:21] 那我就先找了
[00:32:23] 长滩岛的导游
[00:32:24] 帮忙安排
[00:32:25] 平常的生活
[00:32:25] 可以健忘一下
[00:32:26] 但是求婚这种
[00:32:27] 可以记一辈子的事情
[00:32:28] 努力一下
[00:32:29] CP值还是很优的
[00:32:30] 你看吧
[00:32:31] 不是只有8加9
[00:32:32] 会有仪式感
[00:32:33] 虽然我上集
[00:32:33] 跟大家聊完之后
[00:32:34] 真的很多人想说
[00:32:38] 老公江湖未重的
[00:32:39] 一般都是气氛组组长
[00:32:41] 就是真的都很会去
[00:32:42] 做一些仪式感的事情
[00:32:43] 你看就是跟我的体感
[00:32:44] 是一样的嘛
[00:32:45] 那当然8加9负面的
[00:32:46] 我们都不用讲
[00:32:47] 因为大家都知道
[00:32:47] 负面的东西
[00:32:48] 一大堆
[00:32:49] 但总之就是在仪式感
[00:32:50] 这部分是值得学习的
[00:32:51] 那其实还是有一些
[00:32:53] 就是我们讲
[00:32:53] 比较稍微正常一点的台南
[00:32:55] 你看他也是会准备仪式
[00:32:56] 我们讲的东西
[00:32:57] 都不是一个
[00:32:58] 怎么讲
[00:32:58] 都绝对的东西
[00:32:59] 都是一个相对数字
[00:33:00] 一个感受的东西
[00:33:01] 所以有时候
[00:33:01] 大家不要太认真
[00:33:02] 因为我看到有些人
[00:33:03] 在那边认真说什么
[00:33:04] 8加9负荷花瘟
[00:33:05] 或什么
[00:33:05] 你在派对里面
[00:33:07] 一定很有趣
[00:33:08] 你不用讲这些废话
[00:33:10] 大家都知道的事情
