[00:00:00] 欢迎收听古爱,我是孟公
[00:16:58] 我们大概在过去几集
[00:16:59] 有跟大家聊到
[00:17:00] 金管会的宣布
[00:17:02] 其实非常重要的
[00:17:03] 就是说放宽台积电的上限
[00:17:05] 让大家可以买到很多
[00:17:06] 那个其实在过去
[00:17:07] 已经持续的发酵
[00:17:08] 要不是前面外资
[00:17:10] 在那边疯狂乱到货的话
[00:17:11] 其实我觉得台积电
[00:17:12] 早就已经走出去了
[00:17:13] 因为你看那个头信
[00:17:14] 真的买得蛮大力的
[00:17:15] 但重点是
[00:17:16] 你现在看到的这些头信
[00:17:17] 根本就不是全貌
[00:17:19] 为什么
[00:17:19] 因为他们要去做买进的话
[00:17:21] 除了说现在已经有额度
[00:17:23] 可以买的
[00:17:23] 那当然就可以立刻就买
[00:17:24] 但是有蛮多
[00:17:25] 他们已经是在上限的
[00:17:26] 那他们如果要去做增持的话
[00:17:29] 他们必须要去修改一些条款
[00:17:30] 要去改它的供发数
[00:17:32] 那这个流程呢
[00:17:33] 大概就是要跑两个月
[00:17:34] 到三个月左右
[00:17:35] 有些人讲说
[00:17:36] 甚至是四五个月
[00:17:36] 只是我觉得现在一定
[00:17:37] 就是快马加鞭去做调整
[00:17:39] 所以就是等到差不多
[00:17:40] 以现在来算的话
[00:17:41] 就是一个月左右的时间点
[00:17:43] 你可能会注意到
[00:17:44] 有更多的头信
[00:17:45] 他选择去增持台积电
[00:17:46] 那所以就你知道说
[00:17:47] 市场里面的钱是有限的
[00:17:49] 但其实你严格上来说
[00:17:50] 你用更大的格局来讲
[00:17:52] 台湾人的钱
[00:17:53] 在市场里面多不多
[00:17:54] 其实跟美国比没有很多
[00:17:55] 因为我们蛮多钱
[00:17:57] 是在房地产
[00:17:57] 或是在存款里面
[00:17:58] 就是你跟美国比说
[00:17:59] 加户的
[00:18:00] 他们的资产占比
[00:18:01] 我们的股票占比
[00:18:02] 是相对低的
[00:18:03] 所以台湾人是真的很有钱
[00:18:04] 一堆钱还没进市场
[00:18:05] 但我们讲说
[00:18:06] 就已经在市场里面的钱
[00:18:07] 那你必须有很多
[00:18:09] 要跑去台积电的话
[00:18:10] 要发生什么事情
[00:18:10] 就是你势必要从
[00:18:11] 其他东西去做提款
[00:18:13] 那虽然前面呢
[00:18:14] 可能是一波压力测试而已
[00:18:15] 就是最早
[00:18:16] 这个消息刚出来的时候
[00:18:17] 那中小暴跌一波
[00:18:18] 那后来蛮多
[00:18:19] 又在持续的反弹
[00:18:20] 那只是呢
[00:18:21] 我觉得就是有一些中小
[00:18:22] 特别是
[00:18:23] 在这一波的修正之后
[00:18:25] 后面没有办法再创高
[00:18:26] 然后他又是投信持比
[00:18:27] 占股很高的东西的话
[00:18:29] 那有机会
[00:18:30] 有机会就会
[00:18:31] 开始出现一些投信的
[00:18:32] 也不能够说
[00:18:33] 他们是停损潮
[00:18:34] 因为蛮多都赚烂的
[00:18:36] 所以就是说
[00:18:36] 开始停力
[00:18:37] 然后把东西
[00:18:37] 可能就拿去买TSMC
[00:18:39] 所以这个我是觉得
[00:18:40] 后面有机会发生的
[00:18:41] 所以即便说
[00:18:42] 可能一些老AI
[00:18:43] 那他本身的状态
[00:18:45] 我认为啦
[00:18:46] 那个毛利是
[00:18:46] 大家有一点过于的担心
[00:18:48] 就后面有机会
[00:18:49] 就会爬回来
[00:18:49] 但是呢
[00:18:50] 不代表说
[00:18:51] 就是以我自己的角度来说
[00:18:52] 我想去介入这些东西
[00:18:53] 因为还是要考量一下
[00:18:54] 资金面相关的东西啊
[00:18:55] 那老王子就是一般
[00:18:56] 在这种修正呢
[00:18:57] 其实就是一个
[00:18:58] 很好的太弱流强的机会
[00:18:59] 你会很快的去注意到
[00:19:01] 强势股有些
[00:19:02] 像例如说
[00:19:03] 礼拜五还是有东西在涨停
[00:19:04] 然后再来就是
[00:19:05] 就算有一些
[00:19:06] 比较强势的族群
[00:19:07] 像过去是被动元件嘛
[00:19:08] 那他们可能也是在
[00:19:10] 礼拜五有蛮多
[00:19:10] 也一起跌了
[00:19:11] 那只是呢
[00:19:12] 就是后面谁先站回来
[00:19:13] 谁就是老大
[00:19:14] 你只要看到
[00:19:15] 谁是优先爬回来的
[00:19:16] 那一般来讲
[00:19:17] 就市场直接去帮你
[00:19:18] 做好太弱流强了
[00:19:19] 以前那种太弱流强
[00:19:20] 可能自己还要放一些
[00:19:20] 主观的意思
[00:19:21] 可是我们蛮喜欢这种
[00:19:22] 绷杀的一个主因就是
[00:19:24] 市场会直接把你挑好说
[00:19:25] 谁有可能是
[00:19:26] 下一波的老大
[00:19:27] 当你去注意到
[00:19:28] 这个族群性的时候
[00:19:29] 那一般来讲
[00:19:30] 就八九不离十啊
[00:19:31] 就是那个东西
[00:19:31] 因为大家吸收的东西
[00:19:33] 跌最少的嘛
[00:19:34] 或者说冲回去冲最快的
[00:19:35] 大家最想抢的东西
[00:19:36] 立刻就可以被识别出来
[00:19:38] 所以在下个礼拜
[00:19:39] 我觉得就是一个
[00:19:39] 很好的识别的时间
[00:19:42] 当你注意到有些东西
[00:19:43] 立刻的爬回来
[00:19:44] 站回来
[00:19:44] 或是它直接不跌了
[00:19:46] 那可能就是
[00:19:47] 下一波的主流
[00:19:48] 那所以呢
[00:19:49] 就大概再稍微观察一下
[00:19:51] 那在美股这边
[00:19:51] 有一些有趣的事情产生
[00:19:53] 好像最近
[00:19:54] 美股的软体股
[00:19:55] 跟资安股的表现
[00:19:56] 都还蛮不错
[00:19:57] 但软体股其实有蛮多
[00:19:59] 都跌要烂掉
[00:19:59] 所以它只能够算是一些反弹
[00:20:01] 那我们也不会去鼓励大家
[00:20:02] 说要去买那些
[00:20:03] 所谍烂的东西
[00:20:04] 谍烂的东西就
[00:20:05] 一定会有一些便宜的机会
[00:20:06] 不是这样子
[00:20:07] 因为有些可能是
[00:20:08] 价值陷阱
[00:20:09] 所以像我自己喜欢的软体股
[00:20:11] 反而不是在过去跌烂的
[00:20:12] 反而是
[00:20:13] 就像Crosstrike
[00:20:13] 它创新高了
[00:20:14] 大家还记得吗
[00:20:15] 在前阵子
[00:20:16] 什么Mythos出来的时候
[00:20:17] 不是说什么
[00:20:17] 全球的资安
[00:20:18] 完蛋了
[00:20:19] Surprise Motherfucker
[00:20:20] 资安股
[00:20:21] 一大堆都在创新高
[00:20:22] 为什么
[00:20:22] 就是不知道
[00:20:23] 就市场很多时候
[00:20:23] 会做这种奇怪的事情
[00:20:24] 那时候很多人都会讲说
[00:20:25] 市场永远是对的
[00:20:26] 没有
[00:20:26] 其实市场真的不会永远是对的
[00:20:28] 市场绝对是
[00:20:28] 我们会参考的一个对象
[00:20:29] 就像是
[00:20:30] 在大盘的修正
[00:20:31] 我们一定会参考说
[00:20:32] 市场会优先买哪些东西
[00:20:33] 这样的一个
[00:20:34] 所谓的集体智慧
[00:20:35] 我们是相信的
[00:20:36] 但你要说市场的
[00:20:37] 每个判断都是对的
[00:20:38] 那就不会有波动
[00:20:38] 对不对
[00:20:39] 就如果说市场
[00:20:40] 真的这么绝对的话
[00:20:40] 那就不会有一些
[00:20:41] FOMO
[00:20:41] 或是有一些FUD
[00:20:42] 导致的上去或是下来
[00:20:44] 所以一样的道理
[00:20:45] 就是过往
[00:20:46] 大家会讲说
[00:20:47] 可能Mythos
[00:20:47] 要杀掉很多
[00:20:48] 什么资安相关的公司
[00:20:49] Crosstrike
[00:20:50] 大家不要用
[00:20:51] 下去看一下这些资安股
[00:20:52] 就一堆都是
[00:20:53] 直接长在右上角
[00:20:54] 那资安股
[00:20:55] 其实你可以把它视为
[00:20:56] 就是一种软体公司
[00:20:57] 那再来
[00:20:58] 像是Figma
[00:21:00] 它并不是我自己
[00:21:01] 会去注意的一个族群
[00:21:03] 但是也注意到说
[00:21:04] 它开出来的数字是好的
[00:21:05] 所以它公司也没有骗你
[00:21:06] 它跟你讲说
[00:21:07] AI是我的tail way
[00:21:07] 那没有人相信
[00:21:08] 大家说
[00:21:09] 你这就是生徒
[00:21:10] 我靠生徒软体
[00:21:11] 就可以把你打爆什么的
[00:21:12] 就意外地开出一个
[00:21:13] 好的成绩
[00:21:14] 那出了一个
[00:21:15] 看起来像是
[00:21:16] 历史大量的东西
[00:21:17] 所以如果我今天
[00:21:18] 是对这个族群有兴趣的
[00:21:19] 我也想要介入看看
[00:21:20] 只是因为我刚好
[00:21:20] 对这个族群真的没有兴趣
[00:21:22] 所以只是跟大家讲说
[00:21:22] 有注意到这个东西
[00:21:23] 就类似Alessian
[00:21:24] 它不是我会喜欢的东西
[00:21:25] 但是当大家都在
[00:21:27] 集体表态的时候
[00:21:27] 或许就可以转头去看一下
[00:21:29] 像它是不是在software这边
[00:21:30] 有一些新的变化产生
[00:21:31] 那特别是像资案
[00:21:33] 已经整个拉出去了
[00:21:33] 就有可能会有一些
[00:21:34] 领先族群的出来
[00:21:36] 然后接着带动其他
[00:21:37] 族群里面的
[00:21:38] 一些可能比较优质的东西
[00:21:40] 都跟着爬出去
[00:21:41] 那我还是会觉得说
[00:21:42] 就是你去看软体股跟硬体股
[00:21:44] 你要用的思维是一样的
[00:21:45] 就是你不可以认为说
[00:21:47] 就像说在AI时代
[00:21:48] 那所有硬体都是好的
[00:21:49] 没有有一堆硬体
[00:21:50] 我认为它就是不会好
[00:21:51] 会好的是直接切到
[00:21:53] 可能像是过往的ODM
[00:21:55] OEM或是经验代工
[00:21:56] 那或是我把它称为
[00:21:59] 这些光通的硬体
[00:22:00] 它们是会好的东西
[00:22:01] 但是有一大堆硬体
[00:22:02] 它其实表现是不会太好
[00:22:04] 那一样就在软体这边
[00:22:05] 我认为美股市场
[00:22:06] 也已经做了一个
[00:22:07] 很大规模的泰洛流墙
[00:22:09] 那当然不排除有些跌到烂掉
[00:22:11] 就像year-to-date
[00:22:12] 是负40% 50%的东西
[00:22:13] 后面会给一些惊喜
[00:22:14] 那只是站在我们自己
[00:22:16] 就是有时候觉得
[00:22:17] 我们的那个怎么讲
[00:22:18] 就是说投资的方式
[00:22:19] 它也是有点hybrid的味道在
[00:22:21] 就我还是有蛮多
[00:22:23] 那种动能仔的色彩
[00:22:24] 在自己的身上
[00:22:25] 所以对我来讲
[00:22:26] 就是我不会去
[00:22:26] 对那些跌升的东西
[00:22:28] 有很高的兴趣
[00:22:29] 我反而会对涨多的东西
[00:22:30] 会比较有兴趣
[00:22:31] 所以就算
[00:22:32] 我今天看了一个跌升东西
[00:22:33] 我有兴趣
[00:22:34] 我反而会想等到
[00:22:35] 你突破一些下降趋势
[00:22:36] 或甚至是你要准备新高的时候
[00:22:38] 再追我也没差
[00:22:39] 所以会用这样的心态
[00:22:40] 去做面对
[00:22:40] 其实美股的软体
[00:22:42] 就算是已经帮大家
[00:22:43] 太弱流墙完了
[00:22:44] 因为那些
[00:22:44] 基本上还长在右下角的
[00:22:46] 就即便它可能出一个反弹
[00:22:48] 那种可能都是会摆在
[00:22:49] 蛮后面的顺位
[00:22:50] 就自己不会有兴趣的
[00:22:51] 反而是那些优先创新高的
[00:22:53] 那可能就是说
[00:22:53] 新一个时代的王者
[00:22:55] 这个可以稍微的看一下
[00:22:57] 那再也稍微的再提一下
[00:22:59] 被动元件
[00:22:59] 因为又有新的事情发生了
[00:23:01] 就是有时候会注意到
[00:23:02] 这些热门主群
[00:23:02] 像前面就是记忆体
[00:23:03] 然后再来就载版
[00:23:05] 然后再来就是
[00:23:05] 到下的被动元件
[00:23:07] 当有一些新的大趋势产生的时候
[00:23:09] 其实那个好消息
[00:23:10] 就会一波接着一波
[00:23:11] 不停的出来
[00:23:12] 那这个好消息是在讲说
[00:23:13] 对于这些股票投资者来说
[00:23:14] 是好消息
[00:23:15] 但是各地的采购
[00:23:16] 像摸摸自己的软蛋
[00:23:18] 应该都蛮紧张的
[00:23:19] 公司应该有开始给一些压力了
[00:23:21] 因为我们持续的看到
[00:23:22] 蛮多涨价性跑出来
[00:23:23] 就连我们可能在几个月前
[00:23:24] 跟大家提到
[00:23:25] 没这么看好的电阻
[00:23:27] 那也都开始出现很多的涨价
[00:23:29] 那只是电阻的涨价
[00:23:30] 因为它用到大量的赢
[00:23:32] 所以我们初判的
[00:23:33] 它应该还是跟成本
[00:23:34] 是比较有关系的
[00:23:36] 但如果说电阻的涨价
[00:23:37] 都可以走得非常的顺利的话
[00:23:38] 那很缺的电容跟电感
[00:23:40] 应该就会非常的严重
[00:23:41] 那所以在MLCC
[00:23:43] 或是铝电容这边
[00:23:44] 应该在后面
[00:23:45] 都可以持续出现新的状况
[00:23:47] 那我们都知道说
[00:23:48] Panasonic之前有跟大家聊到
[00:23:49] 其实已经是
[00:23:50] 数个月的一个新闻
[00:23:51] 就是说它想要慢慢的去
[00:23:52] Face out一些旧的产品
[00:23:53] OSコン的产品
[00:23:55] 那再呢
[00:23:56] 他们在SPCAT这边
[00:23:57] 就是根据几个
[00:23:58] 我觉得蛮reliable的source
[00:24:01] 只有提到说
[00:24:01] 他们要去做涨价
[00:24:02] 而且那个涨价的幅度是蛮大
[00:24:04] 是直接到三成
[00:24:05] 那以前看到这个三成这种数字
[00:24:07] 我们会先稍微再打一个问号
[00:24:08] 那只是说
[00:24:09] 因为我现在已经也看到
[00:24:10] 朋友丢给我的
[00:24:11] 像一些电阻产品
[00:24:12] 它都直接涨到三成了
[00:24:13] 所以我觉得这个可信度
[00:24:15] 就会变很高
[00:24:16] 那Panasonic预计在6月初左右
[00:24:18] 就会开始
[00:24:19] 不一定会发出涨价信
[00:24:21] 这什么意思呢
[00:24:21] 有发涨价信的话
[00:24:22] 一般是这样
[00:24:23] 就是说我宣布我要涨价
[00:24:24] 那可能哪时候会生效之类的
[00:24:25] 然后接着呢
[00:24:26] 可能每一个Q
[00:24:26] 我们就review一次
[00:24:27] 然后再涨一次
[00:24:28] 类似像记忆体这样子
[00:24:29] 合约价格持续的去做调涨
[00:24:30] 那如果说
[00:24:31] 它没有去把一个涨价信丢出来
[00:24:33] 可是在业界
[00:24:33] 大家开始看到涨价的话
[00:24:34] 那就会变成说
[00:24:35] 它有点类似是
[00:24:36] 现货涨价的一个模式
[00:24:37] 那这个就很可怕
[00:24:39] 这个就可能会
[00:24:40] 有点像是2018被动元件子乱
[00:24:42] 反正你会开始注意到
[00:24:43] 有些大厂会宣布说
[00:24:45] 它要停止接单
[00:24:46] 当你看到有人停止接单的时候
[00:24:47] 你就知道说
[00:24:48] This is it
[00:24:48] 就要出大事了
[00:24:49] 那这个呢
[00:24:50] 可能我们就稍微静待一下
[00:24:52] 我觉得会发生
[00:24:53] 就是后面会看到
[00:24:54] 有些厂商
[00:24:54] 可能就会开始跟大家讲说
[00:24:55] 他宣布某些东西
[00:24:56] 他可能不做了
[00:24:57] 或是哪些东西呢
[00:24:58] 他要停止接单
[00:24:59] 那今天如果说
[00:25:00] 要来跟他拿货的话呢
[00:25:02] 那可能就要直接接受他的涨价
[00:25:03] 它是某个程度的变相
[00:25:05] 让大家一定要去吃他的涨价
[00:25:07] 那这个呢
[00:25:08] 可能在后面已经持续的
[00:25:10] 已经算是那种
[00:25:11] 就是高期率会发生的啦
[00:25:12] 那我们现在已经在
[00:25:13] 采购端这边
[00:25:14] 是有看到这样子的一个情形
[00:25:15] 那有趣的是
[00:25:16] 就其实大概在一两个月前的时候
[00:25:18] 我自己有去找一些
[00:25:19] 产业的厉害人士
[00:25:21] 有去做讨论
[00:25:22] 那时候就有去提到说
[00:25:23] 其实我们已经可以看到
[00:25:24] Passive这边有一些缺口出来
[00:25:26] 那这个缺口可能还蛮大
[00:25:28] 可是当时其实在市场里面
[00:25:29] 最热衷的一个说法
[00:25:30] 就是说
[00:25:31] 被动元件的扩产超简单
[00:25:32] 所以这个一定没有问题
[00:25:34] 但现在呢
[00:25:35] 你会开始注意到说
[00:25:36] 有蛮多人会去改变他的说法
[00:25:38] 当然这是好的
[00:25:39] 就大家已经上车也不错
[00:25:40] 那可是
[00:25:40] 总之就是
[00:25:41] 因为我们已经有看到
[00:25:42] 这个缺口的变化产生
[00:25:44] 所以
[00:25:44] 后面势必是会有一些
[00:25:46] 不一样的情形发生
[00:25:47] 那当然有些厂商
[00:25:49] 一定就会选择要去
[00:25:50] 扩产或什么的
[00:25:51] 那只是扩产
[00:25:51] 有没有办法在短期内去压制掉
[00:25:55] 这些需求的暴增导致的涨价
[00:25:58] 我觉得也是需要时间
[00:26:00] 就没有这么快
[00:26:01] 我觉得像那时候的被动元件之乱
[00:26:02] 差不多大概一到两年左右
[00:26:05] 可是你那个产能开出来
[00:26:07] 也不会这么快
[00:26:07] 你的新的产生要拉没有这么快
[00:26:09] 因为大家如果突然间
[00:26:10] FOMO的话
[00:26:10] 那会直接进入一个
[00:26:12] 快速拉货的模式
[00:26:13] 特别是像Panasonic
[00:26:14] 如果它开始正式的宣布涨价之后
[00:26:16] 那大家都会想要去抢货
[00:26:18] 为什么
[00:26:18] 因为我现在不抢的话
[00:26:19] 那可能后面就会再被涨更多
[00:26:21] 所以一瞬间会变成
[00:26:22] 本来看起来
[00:26:23] 就类似那种记忆体刚开始的时候
[00:26:25] 大家也是讲说
[00:26:26] 它应该是海豪
[00:26:27] 因为可能中国这边可以扩产
[00:26:28] 那谁可以扩产
[00:26:29] 可是后来就发现说
[00:26:30] 因为那个是怎么讲
[00:26:31] 原水救不了近火
[00:26:33] 所以当这个事情发生的时候
[00:26:34] 其实它的速度会是很快的
[00:26:36] 那当然它会有一个时间差
[00:26:37] 就是说等到某个时间之后
[00:26:39] 那当然就有可能会有
[00:26:40] 新的扩产的东西进来
[00:26:41] 然后去缓解掉
[00:26:42] 但是也不排除
[00:26:43] 因为用量真的太大
[00:26:44] 所以你扩产的东西
[00:26:45] 你又undershoot之类的
[00:26:46] 以CCRO或者说载版来说的话
[00:26:49] 其实在这一波就可以很明显
[00:26:50] 看到这样子的一个状态
[00:26:52] 就是说日本跟韩国人
[00:26:53] 其实在扩产的速度是太慢
[00:26:55] 或者说他们是站在一个
[00:26:56] 比较保守的心态
[00:26:57] 或甚至是像记忆体
[00:26:58] 他们是蛮多厂商都直接
[00:27:00] 他知道会好
[00:27:01] 他也不想要扩产的
[00:27:02] 那只要他在扩产方面的态度
[00:27:04] 没有很积极的话
[00:27:05] 都反而会加剧
[00:27:06] 这些事件的影响
[00:27:07] 所以就算是像记忆体这种
[00:27:09] 就是他在过去
[00:27:09] 其实是盘整的蛮长一段时间
[00:27:11] 那只是一段时间之后
[00:27:12] 大家就发现说
[00:27:13] 没有这东西就是会很缺
[00:27:15] 所以即便在盘整的时候
[00:27:16] 很多人会丢一些鬼故事出来
[00:27:17] 但缺就是缺
[00:27:18] 后面反正市场
[00:27:20] 终究是会去反映
[00:27:21] 它fundamental的一个状态
[00:27:23] 所以有时候
[00:27:23] 它可能只是提早动了
[00:27:25] 然后接着就要很一段时间
[00:27:26] 但如果基本面是这样子的话
[00:27:28] 最后面都还是会跟上
[00:27:29] 所以目前是有注意到说
[00:27:31] 因为AI导致的disruption
[00:27:33] 是越来越严重
[00:27:35] 而且它蔓延的范围是越来越大
[00:27:37] 如果说后面大家有看到
[00:27:39] 大厂去宣布说
[00:27:40] 什么停止接单的话
[00:27:41] 那就是正式确定
[00:27:43] 这个趋势的展开
[00:27:44] 现在它都只能够算是
[00:27:46] 提早的一些speculation
[00:27:47] 因为大家可能已经注意到
[00:27:48] 有些报价上去
[00:27:49] 可能注意到有些利碳
[00:27:51] 交期已经拉长
[00:27:52] 可是它并没有进入一个
[00:27:54] 就是那种疯狂涨价的状态
[00:27:56] 如果要看到疯狂涨价的状态
[00:27:58] 就是开始注意到有大厂
[00:27:59] 跟你讲说它要控货
[00:28:00] 然后它要去停止接单
[00:28:02] 那就是
[00:28:02] 所以这个是大家在后面
[00:28:04] 给关注的一个重点
[00:28:05] 总之在市场里面的题材
[00:28:07] 其实都还蛮多的
[00:28:09] 其实除了被动软件之外
[00:28:10] 我自己都还是蛮喜欢
[00:28:11] 像是光或是一些成熟制程
[00:28:13] 一些power
[00:28:14] 因为power
[00:28:14] 在过去几集
[00:28:16] 应该有跟大家稍微提一下
[00:28:17] 总之我们看到
[00:28:18] Legacy这边是状态很好
[00:28:20] 那只是Legacy里面
[00:28:21] 偏向consumer的
[00:28:22] 我们没有这么看好的原因
[00:28:23] 认为它只是一个
[00:28:24] 补库存的行动
[00:28:25] 可是在power这边
[00:28:26] 是因为新的电源柜
[00:28:28] 它是用到很多power components
[00:28:29] 所以一些离散元件
[00:28:31] 可能表现都非常好
[00:28:32] 我们也注意到
[00:28:33] 每系的大厂都持续的去涨价
[00:28:35] 上次有提到说
[00:28:36] 如果罗姆也去做涨价的话
[00:28:37] 那就可以确立这个趋势
[00:28:39] 因为日本人一般动作最慢
[00:28:40] 然后后来就有听众讲说
[00:28:41] 罗姆很快就要看到涨价性出来了
[00:28:42] 所以在power这边也可以注意
[00:28:44] 所以市场里面
[00:28:45] 下可以注意的题材
[00:28:46] 我觉得这还蛮多的
[00:28:47] 在这波修正就会觉得
[00:28:48] 心中是比较
[00:28:50] 怎么样
[00:28:50] 舒服一点
[00:28:52] 就会认为
[00:28:53] 因为我已经知道
[00:28:53] 要看什么东西了
[00:28:54] 反正总之先看市场
[00:28:55] 要抵到什么地方
[00:28:56] 可能就像说
[00:28:58] 你不想要太FOMO的话
[00:29:01] 你就可以等到说
[00:29:02] 回涨之后我再来看
[00:29:03] 要买什么东西
[00:29:04] 只是对我们这些
[00:29:05] 可能很多成本
[00:29:06] 是在超下面的地方的人
[00:29:07] 就会觉得
[00:29:08] 反正我现在先买也没差
[00:29:09] 所以就会持续的
[00:29:10] 去往这些方向去做布局
[00:29:11] 大概跟大家聊一下
[00:29:12] 总之可以注意到
[00:29:14] 台湾跟美国大盘
[00:29:15] 都开始产生一些
[00:29:16] 叙事的改变
[00:29:17] 在美国这边
[00:29:18] 就是过往被大家
[00:29:19] 看很坏的software
[00:29:20] 已经开始有
[00:29:21] 蛮多东西跑去行搞
[00:29:22] 特别像资安这一块
[00:29:23] 这就可以去稍微注意了
[00:29:24] 台湾这边
[00:29:25] 就是一些老AI
[00:29:27] 看起来已经是
[00:29:28] 有一些软屌的迹象
[00:29:29] 我个人也是认为说
[00:29:30] 因为它下沙的幅度太大
[00:29:31] 所以短期内
[00:29:32] 应该不会有人
[00:29:33] 想要立刻去帮这些人解套
[00:29:34] 所以再搭配
[00:29:36] 金管会的一些处置
[00:29:38] 在台湾这边去调上线
[00:29:40] 我觉得资金会产生一些轮动
[00:29:42] 当然轮动的结果
[00:29:44] 就直接看市场的表现
[00:29:45] 是最快的
[00:29:46] 所以就等到下礼拜
[00:29:47] 修正告一个段落
[00:29:48] 你看谁先冲回去
[00:29:49] 可能就是我们
[00:29:50] 接下来会锁定的一个目标
[00:29:51] 大概是这样子
[00:29:52] 简单给大家分享一下
[00:29:53] 接下来我们去Q的部分
[00:29:54] 一样我们稍微跟大家提一下
[00:29:56] 就是在Q&A
[00:29:57] 下礼拜六我们是念Apple Podcast
[00:29:59] 然后礼拜三是念Spotify的留言
[00:30:01] 因为可能有些新来都不知道
[00:30:02] 那稍微再讲一下
[00:30:03] 那第一位
[00:30:04] 基隆谢梦工
[00:30:05] 无情大盘仔
[00:30:06] 艾大艾大您好
[00:30:07] 请问有没有一些
[00:30:07] 比较简单好上手的电动
[00:30:09] 我也是因为工作时间
[00:30:11] 比较零碎的小射触
[00:30:12] 然后射击游戏老了
[00:30:14] 一直输就不想玩了
[00:30:15] 想要玩单人游戏
[00:30:16] 想要问艾大游戏专家的意见
[00:30:18] 你以前提过的疫情工厂
[00:30:20] 世纪帝国都蛮喜欢的
[00:30:21] 但是我世纪帝国是用看的
[00:30:23] 其实后来会发现说
[00:30:24] 看别人打电动
[00:30:25] 甚至是比自己打电动开心
[00:30:27] 就是你自己打的时候会紧张
[00:30:29] 手会流汗
[00:30:32] 所以看别人打电动
[00:30:34] 真的是还蛮过瘾的
[00:30:35] 那如果自己要玩
[00:30:36] 然后又没有什么时间的话
[00:30:37] 以前我是不会这样推荐
[00:30:39] 可是近年的
[00:30:40] 我真的就直接跟大家推荐
[00:30:41] 我觉得手游是一个不错的选项
[00:30:43] 甚至课点金都是很好的
[00:30:44] 那像我自己目前最喜欢的
[00:30:46] 就是尼基啦
[00:30:47] 我觉得尼基真的是一款
[00:30:48] 非常棒的游戏
[00:30:48] 除了可以去看到很多美靠之外
[00:30:50] 然后再来就是在剧情方面
[00:30:52] 真的是超级用心
[00:30:53] 所以老实讲
[00:30:54] 就是你的体验会是这样
[00:30:55] 你会因为美靠而来
[00:30:57] 你是闻香而来
[00:30:58] 但是你因为剧情而留下
[00:30:59] 所以我觉得你或许可以试试看看
[00:31:01] 手游啦
[00:31:02] 那他的作业感也没有到很重
[00:31:04] 所以可能可以试试吧
[00:31:06] 那再来的话呢
[00:31:07] 当然就推荐我们肖南之本的
[00:31:08] 这个红颜路比
[00:31:09] 然后跟后面的暗花夜战
[00:31:12] 那这个东西呢
[00:31:13] 怎么讲
[00:31:14] 因为他是比较偏向是
[00:31:16] 中间是可以稍微暂停一下的游戏啦
[00:31:18] 那可能就比较适合地方爸爸
[00:31:20] 就是有机会会
[00:31:21] 被妈妈可能call gang之类的
[00:31:24] 或者说孩子要叫你去念故事
[00:31:26] 你就可以暂停
[00:31:26] 然后再回来玩
[00:31:27] 所以我们的游戏可能是还蛮适合的
[00:31:29] 我觉得后面可以参考一下
[00:31:30] 那下面一位
[00:31:31] 嗚啊
[00:31:32] Diza 人美心善
[00:31:33] 孟公祉卡您好
[00:31:34] 我从疫情前一路听节目
[00:31:36] 到下第一次留言
[00:31:37] 每次都喜欢听你分享日常跟QA
[00:31:39] 非常轻松自在
[00:31:40] 也常常边听边笑
[00:31:41] 想透过这个优质节目
[00:31:42] 请您帮我用最有元气的声音
[00:31:45] 祝最帅最有型的
[00:31:47] 江欧巴
[00:31:47] 5月20号生日快乐
[00:31:49] 谢谢你一直以来的照顾
[00:31:50] 也祝你们全家跟所有听众
[00:31:52] 平安健康甜点开心
[00:31:53] 我们祝江欧巴生日快乐
[00:31:55] 下面一位
[00:31:55] Kevin
[00:31:56] 第一次留言测试
[00:31:58] 孟公祉卡
[00:31:58] 如果有一个人姓范
[00:32:00] 态度冷冰冰的
[00:32:01] 你可以叫他什么
[00:32:02] 叫他态度好一点
[00:32:04] 两分
[00:32:06] 我以为他要讲范冰冰
[00:32:07] 那就只有一分
[00:32:08] 所以这个稍微高分一点
[00:32:10] 两分
[00:32:10] 还是干超难笑
[00:32:11] 不要来留这种很难笑的东西
[00:32:13] 下面一位
[00:32:13] 人妻好吃不粘牙
[00:32:15] 黑瘦的报恩
[00:32:16] 你好孟公
[00:32:17] 我是台南卤卤蜜
[00:32:18] 很久以前介绍
[00:32:19] 大家看黑瘦
[00:32:20] 大家应该很喜欢
[00:32:21] 黑瘦系列的影片
[00:32:22] 另外最近我得知
[00:32:23] 我的一位人妻朋友
[00:32:24] 刚离婚
[00:32:25] 现在是不是有机会
[00:32:26] 跟他在一起
[00:32:27] 每次看到他都好想
[00:32:28] 不是吧
[00:32:30] 我们这边虽然是
[00:32:31] 让我昏心不济
[00:32:32] 可是这个人留言
[00:32:33] 也太样痴汗的吧
[00:32:34] 不要在网络上耍变态
[00:32:36] 如果说需要发泄的话
[00:32:38] 赶快跑去烤枪
[00:32:39] 不要在网络上发作
[00:32:41] 下面一位
[00:32:41] 想赚钱想到疯了
[00:32:44] 想听来大家的故事
[00:32:45] 想问一下
[00:32:45] 我目前30岁
[00:32:46] 职业是领固定型的公务员
[00:32:48] 年薪落在百万上下
[00:32:49] 就跟大多数人一样
[00:32:50] 是个不好不坏
[00:32:51] 不上不下的普通上班族
[00:32:53] 目前在股票市场的
[00:32:54] 起始资金大概是100万
