[00:00:00] 欢迎收听古爱,我是孟公
[00:15:39] 他们的产品组合
[00:15:40] 因为有蛮多是
[00:15:40] 在衰退的东西
[00:15:42] 就像说这个消费性的东西
[00:15:44] 那所以表现不好
[00:15:44] 所以有时候会注意到说
[00:15:45] 它那个营收的增幅
[00:15:47] 甚至有些是衰退的啦
[00:15:48] 就是说你怎么会这么差
[00:15:49] 可是你那个获利是有改善
[00:15:51] 那为什么有这样一个情形产生
[00:15:52] 就是说它的那个
[00:15:53] product mix是有改变
[00:15:54] 然后可能就开始出一些
[00:15:55] 比较好比较贵的东西
[00:15:56] 那所以呢
[00:15:56] 绝对数字看起来
[00:15:57] 可能不一定有增加
[00:15:59] 或者说增加幅度很小
[00:16:00] 但是你注意到
[00:16:00] 它获利的状态
[00:16:01] 是持续的去做改善
[00:16:02] 那光是这样子呢
[00:16:04] 你就注意到
[00:16:04] 日本人是非常买单的
[00:16:05] 所以他们的这个电容厂呢
[00:16:08] 是直接就喷到外太空去了
[00:16:10] 那当然我们回头看
[00:16:11] 台湾的电容厂
[00:16:12] 就像是立容店金山
[00:16:13] 然后或者说玉邦
[00:16:14] 其实都是有相当程度的表现
[00:16:16] 所以现在已经不能够说
[00:16:17] 台湾没有跟上世界的被动元件
[00:16:19] 就台湾的
[00:16:20] 不管是领头羊
[00:16:21] 像是国具华星科
[00:16:22] 然后或者说
[00:16:23] 后面的一些比较小支的
[00:16:25] 比较小支MLC像什么
[00:16:26] 信昌啊
[00:16:27] 然后或者是立容店
[00:16:29] 然后或者说像电容
[00:16:30] 我跟他举的这几家呢
[00:16:31] 其实他们本身
[00:16:32] 现在都是有跟到
[00:16:33] 这个国际的情势啦
[00:16:34] 所以还是要去强调一下
[00:16:36] 就是就我们的观察是
[00:16:37] 我们可以知道
[00:16:38] 被动元件会缺
[00:16:39] 为什么
[00:16:39] 因为你要去做
[00:16:41] VR Rubin的换代
[00:16:42] 你要用的那个科数
[00:16:43] 是超级无敌多
[00:16:44] 所以一定会产生一些排挤
[00:16:46] 那只是我自己有注意到
[00:16:47] 市场里面的一个主流论述
[00:16:49] 是这样说的
[00:16:50] 虽然这可能我们几个月前
[00:16:51] 就有稍微提过
[00:16:52] 我们认为应该不是这样
[00:16:53] 反正就讲说
[00:16:54] 因为被动元件
[00:16:55] 扩产是很简单的
[00:16:56] 它没有像那些半导体
[00:16:57] 线性制程
[00:16:58] 那或是像记忆体
[00:16:59] 扩产是你还要找什么
[00:17:00] clean run什么有的没有的
[00:17:01] 所以要弄个半死
[00:17:03] 然后才可以把东西弄出来
[00:17:04] 它的条件是相对低的啦
[00:17:05] 所以呢
[00:17:05] 大家认为说扩产容易
[00:17:07] 可能就不会产生排挤效应
[00:17:08] 但是我觉得其实就是
[00:17:10] 大家可能这样子想
[00:17:12] 所以才会低估这个料
[00:17:13] 可能后续可能会产生的
[00:17:14] 一些影响跟变化
[00:17:15] 那只是我们自己去初估的话
[00:17:17] 影响跟变化
[00:17:17] 其实理论上
[00:17:18] 不会这么快看到
[00:17:19] 应该是要等到
[00:17:20] VR Rubin开始放量
[00:17:24] 像前一阵子跟大家聊到说
[00:17:25] 一些什么散热的问题或什么的
[00:17:27] 有机会会不会后面
[00:17:29] 可能稍微的地延或什么的
[00:17:30] 但不重要
[00:17:30] 因为简单来讲
[00:17:31] 东西都是会出啦
[00:17:32] 那应该是要等到
[00:17:33] 这些东西出之后呢
[00:17:34] 然后大家就会立刻的发现
[00:17:36] 你前面的那些交期
[00:17:37] 其实应该都会在持续的拉长
[00:17:39] 那有些东西可能会开始
[00:17:40] 很缺之类的
[00:17:41] 所以现在也开始有看到一些
[00:17:42] 特别是在Power厂这边
[00:17:44] 他们有去包产能
[00:17:45] 他们去找一些被动元件厂
[00:17:46] 直接把产能给包下来
[00:17:48] 那就是因为他们可能
[00:17:49] 已经提早意会到说
[00:17:50] 会有缺料的一个情形
[00:17:51] 那驴电容的话呢
[00:17:53] 在过去的可能半年
[00:17:55] 曾经那时候新闻上
[00:17:56] 其实都有写出来
[00:17:57] 就说像Panasonic
[00:17:58] 他想要去退出OSコン
[00:18:00] 就固态电容这样的一个生意
[00:18:01] 因为这个可能对他来讲
[00:18:03] 就是一个便宜鸟料
[00:18:04] 他已经不想做了
[00:18:05] 那他要去退出的话呢
[00:18:06] 那可能就是有日本的同业
[00:18:07] 像是Nippon Chemical
[00:18:09] 他就是有机会去把它承接下来
[00:18:10] 那只是他的产能也不够
[00:18:11] 那最近就有听到说
[00:18:13] 他们已经开始有
[00:18:14] 发起一些涨价
[00:18:15] 那这个涨价性一样
[00:18:16] 就是后面可能就会开始
[00:18:17] 穿出来啦
[00:18:18] 所以其实除了大家会去看一些
[00:18:20] 可能比较先进的
[00:18:21] 比较屌炮的料
[00:18:22] 像刚才前面提到的
[00:18:23] 比较高阶的一些被动元件
[00:18:24] 或者说比较高阶的电容之外
[00:18:26] 低阶的料
[00:18:27] 可能也是后面可以注意的一个项目
[00:18:29] 因为低阶的料
[00:18:30] 或者说所谓的标准品
[00:18:32] 它比较偏向是
[00:18:33] 就同一个料
[00:18:34] 可能在很多地方都可以去做使用
[00:18:36] 所以因为大家都要去做增强
[00:18:37] 那外加他可能本来
[00:18:38] 价格的机器是相对低的
[00:18:40] 所以大家是don't mind
[00:18:42] 他涨价涨很多之类的
[00:18:43] 就是除非真的涨到太高
[00:18:44] 大家才会开始缩手
[00:18:46] 那像那时候的DDR4跟DDR5
[00:18:48] 其实涨得很凶嘛
[00:18:48] 大家都只知道说HBM是超级好的东西
[00:18:51] 大家应该都知道这个
[00:18:51] 就没有想到
[00:18:52] 在一些若干时间内
[00:18:54] 你注意到像DDR4跟DDR5的涨幅是超凶的
[00:18:57] 他甚至是跑赢最香的HBM
[00:18:59] 甚至是对于一些厂商来讲
[00:19:00] 去生产DDR4跟DDR5
[00:19:01] 他的那个毛利搞不好还会跑赢
[00:19:03] 他去生产最高阶的东西
[00:19:04] 所以这样子的状况
[00:19:05] 也是有可能会发生在被动元件上面
[00:19:07] 所以这就变成说
[00:19:09] 那你到底要去买最高阶的
[00:19:11] 日本的被动元件
[00:19:11] 韩国的被动元件
[00:19:12] 还是你知道买台系的一些
[00:19:13] 可能偏向二三线的东西
[00:19:15] 这就是大家自己要去思考
[00:19:16] 那一样因为这个东西
[00:19:17] 已经是整个拉出去了
[00:19:18] 所以我们只是去follow up
[00:19:20] 像CPU我们持续的去follow up
[00:19:21] 去讲一下
[00:19:22] 那我觉得一般人最好
[00:19:23] 就是把自己的手绑起来
[00:19:24] 就是这样不要再喷出表态断
[00:19:26] 就除非你是会玩的
[00:19:27] 那这段时间其实很好操作的
[00:19:29] 但是加拿多士人可能不一定会
[00:19:31] 所以他就会买了
[00:19:31] 然后接着就会看到回答
[00:19:32] 他就说为什么他会跌
[00:19:34] 这么跌了
[00:19:35] 你不是说很好
[00:19:36] 这种人就
[00:19:37] 他们其实理论上
[00:19:38] 是会被社会给淘汰掉
[00:19:39] 只是我还是会不想看到
[00:19:41] 就是有些他可能
[00:19:41] 他本来也是快乐好听众
[00:19:43] 只是他就坐不住了
[00:19:45] 看最近盘这样
[00:19:46] 就要找东西追
[00:19:46] 然后就受伤
[00:19:47] 可能最后面就因为这样
[00:19:49] 还会讨厌我之类
[00:19:49] 但你要知道
[00:19:50] 其实我们都是带状在cover
[00:19:51] 所以这样自己要小心
[00:19:53] 我觉得这个盘面
[00:19:54] 特别是以台美股来讲
[00:19:56] 真的涨得很恐怖
[00:19:57] 就这边你要在
[00:19:58] 可能前面没有部位的状况之下
[00:20:00] 再去新增部位
[00:20:01] 是我都是会害怕
[00:20:02] 我每次新买东西
[00:20:02] 我都觉得
[00:20:03] 我真的要买在这个地方吗
[00:20:04] 所以就稍微小心一点
[00:20:06] 那你说什么时候可以买
[00:20:07] 我也不晓得
[00:20:08] 我自己会觉得说
[00:20:09] 你给我一些像样的回答之后
[00:20:11] 我会比较踏实
[00:20:12] 那如果没有的话
[00:20:13] 那就是我的东西
[00:20:14] 一定是要持续加码上去
[00:20:15] 就是我不会再
[00:20:15] 可能莫名其妙
[00:20:16] 还在横盘
[00:20:17] 或者说小拉回的时候
[00:20:18] 去加大部位
[00:20:19] 因为你不知道说
[00:20:20] 如果后面真的大盘回一个大
[00:20:21] 都会发生什么事情
[00:20:22] 所以这自己要小心
[00:20:23] 那上集有跟大家稍微的聊一下
[00:20:25] 就是我们对Legacy的一些看法
[00:20:27] 那后来就经过
[00:20:28] 各地的地方听众
[00:20:30] 非常感恩
[00:20:30] 就是不管是笔电业的
[00:20:32] 手机业的
[00:20:33] 或是惊人代工的
[00:20:35] 其实蛮多都有来
[00:20:36] 给我们一些feedback
[00:20:37] 那我稍微的
[00:20:38] 把大家的想法撮合之后
[00:20:40] 那跟大家再一次的报告
[00:20:42] 那基本上就是
[00:20:43] 跟我自己的猜想是一样
[00:20:44] 就是它比较偏向
[00:20:45] 是一个补库存的行为
[00:20:47] 那是有注意到说
[00:20:48] 像有些朋友有提到说
[00:20:50] 在一些国际的笔电大厂
[00:20:52] 他们开出来的
[00:20:53] Forecast的数字是很漂亮
[00:20:54] 他们也真的拉了很多的货
[00:20:55] 那只是呢
[00:20:57] 就知道说
[00:20:57] 终端的表现不一定好
[00:20:58] 或是会分化
[00:20:59] 好像苹果系的
[00:21:00] 大家就觉得说
[00:21:01] 应该是还蛮不错的
[00:21:02] 那安卓系的
[00:21:03] 或是一些
[00:21:04] 可能比较低价笔电
[00:21:06] 大家就会觉得说
[00:21:06] 那个表现的状况
[00:21:07] 就是不会太好
[00:21:08] 那为什么现在会拉货呢
[00:21:09] 最主要原因
[00:21:10] 还是因为各个零组件都在涨价
[00:21:12] 那因为涨价的关系
[00:21:13] 大家不希望说
[00:21:14] 我后买
[00:21:15] 然后当他妈冤大头
[00:21:16] 所以大家都赶快去做强买
[00:21:18] 然后现在我们又看到说
[00:21:19] 就像是德州仪器
[00:21:21] 然后或是
[00:21:22] 甚至后面罗姆都有机会
[00:21:23] 跑出来涨价
[00:21:24] 朋友跟我分享说
[00:21:25] 一般罗姆呢
[00:21:25] 他都是跑最慢的
[00:21:26] 但如果他都涨价的话
[00:21:27] 那就是稳的
[00:21:28] 就是大家都会一直去做涨价
[00:21:29] 那功率半导体的一些
[00:21:31] 美系欧系的大厂
[00:21:33] 然后在过去一阵子
[00:21:34] 我们都持续地去收到一些
[00:21:35] 这个涨价性
[00:21:37] 那就我们的判断
[00:21:39] 就是我们之前跟大家分享说
[00:21:40] 就是如果我们今天去观察涨价的话
[00:21:42] 我们要先把它拆分成两种
[00:21:43] 一种是在成本端的涨价
[00:21:46] 简单讲就是说
[00:21:47] 因为现在成本太高了
[00:21:48] 他用的料
[00:21:49] 或者说
[00:21:50] 他的上游给他的价格
[00:21:51] 都持续地去做调涨
[00:21:53] 他不去涨价的话
[00:21:54] 他自己就要BBQ了
[00:21:55] 所以呢
[00:21:55] 他就会跟客户就发一个信说
[00:21:57] 不好意思
[00:21:57] 我真的一定要动
[00:21:58] 我不动的话
[00:21:59] 那我们自己也会出状况
[00:22:00] 这个我们把它称为
[00:22:01] 是成本驱动的一个涨价
[00:22:02] 那成本驱动的涨价的话
[00:22:05] 除非他自己本身
[00:22:06] 像有些厂商
[00:22:07] 他是生产铝电容的
[00:22:09] 然后他同时他的
[00:22:10] 这个子公司就是在做铝箔的
[00:22:13] 那这个就会变成说
[00:22:13] 他有一定程度的优势
[00:22:15] 因为他自己有
[00:22:16] 所以呢
[00:22:16] 这个价格可以调整的
[00:22:18] 可能比较漂亮一点
[00:22:19] 他的毛利数字
[00:22:19] 也可以做的比较好看一点
[00:22:21] 但如果说他自己本身
[00:22:22] 也是要去跟别人买料的话
[00:22:24] 那这种成本传导的
[00:22:25] 不一定对这些公司会有利
[00:22:27] 他不一定会是一个有利的
[00:22:29] 那需求传导的话
[00:22:30] 就会是比较重要的
[00:22:32] 跟我们要去观察的
[00:22:33] 就是到底是不是有一个
[00:22:34] demand的存在
[00:22:35] 然后导致说
[00:22:37] 现在是供不应求
[00:22:37] 所以价格要往上跑
[00:22:39] 那legacy的东西呢
[00:22:40] 我觉得要去稍微的拆分一下
[00:22:42] 就是以
[00:22:42] 觉得说成熟制程的话
[00:22:43] 零电我自己是真的不太熟悉
[00:22:45] 但事业先进
[00:22:45] 是因为他有很多台积电的授权
[00:22:47] 一些特殊制程的授权
[00:22:48] 或什么的
[00:22:48] 所以事业先进这边
[00:22:50] 特别是他们自己在法术会
[00:22:51] 就有跟大家讲说
[00:22:52] 这个是
[00:22:52] 就是怎么样
[00:22:54] 他产能是被包走的
[00:22:55] 在新加坡的新厂
[00:22:56] 是直接整个被包掉
[00:22:57] 所以这我们就没有问题
[00:22:58] 这个就是demand去驱动的
[00:23:00] 但一些那种
[00:23:02] IC design
[00:23:02] 或者说一些
[00:23:03] 所以传统的什么DDIC
[00:23:05] 一些legacy
[00:23:06] 大家可能在过去
[00:23:08] 比较不会去注意的
[00:23:09] 因为他们是偏泛消费性的
[00:23:10] 我们目前观察
[00:23:11] 我们认为是一个
[00:23:12] 成本导致的现象
[00:23:14] 就是因为他的成本上升
[00:23:15] 所以要只好去跟客户涨价
[00:23:17] 那对
[00:23:18] 我们都希望说
[00:23:19] 消费的春宴回来了
[00:23:20] 那只是按照过去一阵子
[00:23:22] 就是各路听众的feedback
[00:23:23] 看起来呢
[00:23:24] 消费的春宴呢
[00:23:25] 还是没有出现
[00:23:27] 然后它是属于一个
[00:23:28] 比较分化的局面
[00:23:30] 有些好
[00:23:31] 有些不好
[00:23:31] 所以比较难用我们惯用的手法
[00:23:34] 就是直接一包包起来
[00:23:35] 然后都上去打
[00:23:36] 或者自干一个ETF之类的
[00:23:37] 我们就没有办法这样去做
[00:23:38] 所以确实是如我那时候的猜测
[00:23:41] 因为一开始我是猜测
[00:23:42] 然后现在有听众feedback之后
[00:23:43] 就算是知道一个全貌了
[00:23:45] 那时候猜测是觉得说
[00:23:46] 应该就只是可能
[00:23:48] 市场的机器也高了
[00:23:49] 然后大家就去找一些
[00:23:50] 便宜的东西
[00:23:51] 拉一下之类的
[00:23:52] 所以应该就比较偏向
[00:23:54] 是这样子一个剧本
[00:23:55] 所以它比较偏向是
[00:23:56] Tier 2
[00:23:56] 或是Tier 3
[00:23:57] 的一个
[00:23:57] 就假设我今天真的要去
[00:23:58] 找东西找不到
[00:23:59] 才会往这个方向去找
[00:24:00] 那最近也注意到
[00:24:02] 像那个
[00:24:02] 常务股
[00:24:03] 汉唐他开了他的财报数字
[00:24:05] 那我觉得常务应该是
[00:24:07] 对蛮多人来讲
[00:24:08] 是一个令人很失望的股票
[00:24:09] 他在过去曾经非常的强大
[00:24:10] 蛮多人都在上面赚过钱
[00:24:12] 那只是在过去的一阵子
[00:24:13] 常务的表现就没有这么好
[00:24:15] 那只有一些
[00:24:15] 可能像圣回这种表现特
[00:24:17] 因为圣回他可能做的是
[00:24:18] 比较偏向是
[00:24:19] ODM的厂房之类的
[00:24:21] 或是一些
[00:24:22] 大家把它称为是
[00:24:23] Non-TSMC
[00:24:24] 因为现在你是做TSMC的
[00:24:25] 大家可能不喜欢
[00:24:26] 因为市场有一个说法说
[00:24:27] 你做TSMC的
[00:24:28] 你的毛利的数字
[00:24:29] 就会比较低
[00:24:29] 你被TSMC压价格
[00:24:31] 只是蛮有趣的说
[00:24:32] 汉唐开出来的
[00:24:33] Q1的毛利数字是好的
[00:24:34] 就大家都预期说
[00:24:35] 他应该会继续往下走
[00:24:36] 结果他没有往下走
[00:24:37] 但我自己看那个股价
[00:24:38] 好像也没有上去的意思
[00:24:39] 所以就是一个有趣的观察
[00:24:41] 就是市场中
[00:24:42] 其实真的还是有蛮多
[00:24:43] 这类型的东西
[00:24:44] 那或者说我们自己的
[00:24:45] 这个圈子股王
[00:24:46] 台积电之类的
[00:24:47] 就是他的财务数字
[00:24:48] 或者说差强性都很好
[00:24:49] 但是其实市场没有意愿
[00:24:51] 要把它交易去一个
[00:24:52] 更高的估值
[00:24:53] 那其实只要有这些东西
[00:24:54] 持续的存在者
[00:24:55] 在我自己的心中
[00:24:56] 就比较不会这么害怕
[00:24:57] 我就会知道说
[00:24:58] 今天我们大家
[00:24:59] 可能都是去买一些
[00:25:00] 很贵的嘛
[00:25:01] 高估值的东西
[00:25:01] 动能嘛
[00:25:02] 冲冲冲
[00:25:03] 可是如果说
[00:25:04] 今天真的要进入防守性的话
[00:25:05] 我可以立刻找到哪些
[00:25:06] 属于防守性的东西
[00:25:07] 他可能已经交易在
[00:25:08] FORPER是10倍的
[00:25:09] 那10倍的东西
[00:25:10] 很难输啦
[00:25:11] 还是有机会输啦
[00:25:12] 输的机率就会变成低
[00:25:13] 那这个可能就会变成
[00:25:14] 是我们退守的一个地方
[00:25:16] 所以呢
[00:25:16] 现在可能蛮多人
[00:25:17] 都会开始去找一个
[00:25:18] 角兔的第二窟跟第三窟啦
[00:25:20] 因为一开始
[00:25:21] 大家都动能冲来冲去嘛
[00:25:22] 大家在过去的表现都很好
[00:25:24] 可是当盘面
[00:25:25] 开始出现一些震荡
[00:25:26] 那些走势开始分化
[00:25:27] 像过去很强的一些IC Design
[00:25:29] 然后最近开始
[00:25:30] 集体转落
[00:25:31] 只有散热在转落
[00:25:32] 当然注意到
[00:25:33] 很多族群都在转落的时候
[00:25:34] 有可能就是
[00:25:35] 一些修正要产生的前兆
[00:25:37] 那这个其实我们在
[00:25:38] 前几天的盘中
[00:25:40] 就有跟朋友聊到
[00:25:41] 因为过去真的是
[00:25:42] 就讲一个比较难听的
[00:25:43] 你只要在市场里面
[00:25:44] 你去下大单
[00:25:45] 就一堆人会追
[00:25:45] 你只要下大单
[00:25:47] 就有人跟他追
[00:25:48] 你也不知道发生什么事
[00:25:48] 反正就好像每天
[00:25:49] 你去下单就会赚钱
[00:25:50] 那只是在
[00:25:51] 大概一两天前
[00:25:52] 我们自己身边朋友
[00:25:53] 然后不然像我自己都
[00:25:53] 我们在分享的时候
[00:25:54] 都说你也这样觉得吗
[00:25:55] 我也这样觉得
[00:25:56] 就开始有些东西是
[00:25:57] 就叫做你觉得这个地方
[00:25:58] 位置很好
[00:25:59] 理论上这边买下去
[00:26:00] 应该大家就冲了
[00:26:01] 可是既然没有冲
[00:26:02] 就开始有一些
[00:26:03] 细微的变化
[00:26:04] 那我们不喜欢去做
[00:26:06] 这个摸头超低的行为
[00:26:07] 只是这个就是一个
[00:26:08] 对我们来讲
[00:26:08] 是小警讯的东西
[00:26:09] 那当你注意到
[00:26:11] 市场中的强势族群
[00:26:12] 现在还是蛮多的
[00:26:13] 只是可能开始有在浓缩了
[00:26:15] 一直说说说的话
[00:26:16] 那就是有机会
[00:26:17] 后面要brace for impact
[00:26:18] 就是可能会有一些
[00:26:19] 回档的产生
[00:26:20] 那只是当然
[00:26:20] 还是要回到
[00:26:21] 刚刚刚之前讲的一个
[00:26:22] 那个button line
[00:26:23] 大前提就是
[00:26:23] 其实其他回档
[00:26:25] 对于绝刀桌的时候来讲
[00:26:26] 应该也是觉得没差
[00:26:27] 因为真的是喷太远了
[00:26:28] 所以不知道再看吧
[00:26:29] 我自己的想法会觉得说
[00:26:30] 可能今年都还是有机会
[00:26:31] 一直这样子多下去
[00:26:33] 就即便你看前面
[00:26:34] 涨这么多了
[00:26:34] 可是都还是有机会
[00:26:36] 在每个拉回之后
[00:26:37] 就会再产生新的机会
[00:26:38] 因为毕竟还是找得到一些
[00:26:39] 成长性极好
[00:26:40] 或者说价格正在疯狂的涨价
[00:26:42] 或甚至是
[00:26:43] 交易在很便宜估值的东西
[00:26:45] 所以只要这些东西存在的话
[00:26:47] 我对盘面都不会是太悲观
[00:26:48] 就即便可能今天这个盘面
[00:26:49] 会吓到一些人
[00:26:50] 但整个时候那是吓到
[00:26:51] 可能就是前面你买三点的
[00:26:53] 你会吓到
[00:26:53] 那其他人就是
[00:26:54] 可能会稍微的思考一下
[00:26:56] 这边我们是要去调部位
[00:26:57] 还是这样
[00:26:57] 可是我发现说
[00:26:58] 调部位的人是很少
[00:26:59] 那可能心态都跟我是蛮类似的
[00:27:01] 就是我们已经找好一些
[00:27:02] 那种古阿康了
[00:27:02] 就如果今天出之前的话
[00:27:04] 老子就要躲进去古阿康里面
[00:27:05] 那接着再看后面怎么样
[00:27:07] 再去把一些部位给补回来
[00:27:08] 所以大概是用这样的心态
[00:27:09] 去做一个面对
[00:27:10] 那至于说去访中国啊
[00:27:12] 然后有没有带上老黄
[00:27:13] 或什么的
[00:27:14] 这个最近当然
[00:27:15] 你在新闻里面
[00:27:16] 看到很多这样子的讨论
[00:27:17] 那身边朋友
[00:27:17] 我发现去讨论这个
[00:27:18] 比较少一点
[00:27:19] 就是大家就会很调侃的讲
[00:27:20] 要说老黄本来没有被邀请
[00:27:22] 然后老黄现在要上飞机了
[00:27:23] 他如果有上飞机
[00:27:24] 就是理论上就是只有好消息
[00:27:26] 应该不会说什么上飞机
[00:27:27] 然后要洗他脸
[00:27:27] 一个不好的消息
[00:27:28] 但就算是一些好消息
[00:27:30] 就算是真的有谈出一些东西
[00:27:31] 你说这个
[00:27:32] 我不会是市场的
[00:27:33] 一个新一波的catatax
[00:27:34] 我觉得以下的位置
[00:27:35] 应该很难有东西
[00:27:36] 再把它
[00:27:36] 你知道再撞上去
[00:27:38] 就真的会觉得会
[00:27:39] 以心态来讲
[00:27:40] 不会想要再太重
[00:27:41] 特别是前几天
[00:27:42] 开始去点一些东西
[00:27:43] 发现说
[00:27:43] 有一点那种点不动的状态产生
[00:27:45] 所以稍微再注意一下
[00:27:46] 那其实我觉得
[00:27:47] 蛮多人心态
[00:27:47] 也是想当吃汗
[00:27:48] 就是说
[00:27:49] 现在大家都已经是赚蛮多了
[00:27:51] 那就是有些东西
[00:27:52] 你获利看出来
[00:27:52] 你也想再找东西接啊
[00:27:54] 只是说可能不知道
[00:27:55] 大家也不想当第一枪
[00:27:56] 就等它掉下来
[00:27:57] 看到什么地方
[00:27:57] 然后再来去买吧
[00:27:58] 但至少就是
[00:27:59] 你要有一个蓝图啦
[00:28:01] 你要知道说
[00:28:01] 可能哪些东西是有成长性
[00:28:03] 哪些东西是在涨价的
[00:28:04] 这还蛮重要
[00:28:04] 然后我们会持续在节目
[00:28:05] 跟大家分享
[00:28:06] 像他看到的一些
[00:28:07] 产业的状态
[00:28:08] 那可能在过去的一段时间
[00:28:10] 会开始发现说
[00:28:11] 可能我们就在说
[00:28:12] CPU或者说
[00:28:13] 被动元件的话题
[00:28:14] 开始会重复
[00:28:15] 那当然没有办法
[00:28:16] 因为就是市场强势
[00:28:17] 我们就是看强势的东西
[00:28:19] 那只是我们每次会尽量的
[00:28:20] 去加最新的一些update
[00:28:22] 就是说当然像记忆体
[00:28:23] 很好大家都知道
[00:28:24] 可是它一定会有一些
[00:28:25] 细节的变化
[00:28:26] 就是一些新的扩产
[00:28:28] 一些新的价格
[00:28:29] 或者说
[00:28:29] 每个季度的签约的
[00:28:31] 合约价格什么的
[00:28:32] 那个都会
[00:28:33] 尽量在节目里面
[00:28:34] 去跟大家去做update
[00:28:35] 然后协助大家去做一些判断
[00:28:36] 大概是这样
[00:28:37] 好那这一部分
[00:28:38] 我们再进一会儿的部分
[00:28:39] 第一位
[00:28:39] 李二宝爸再次留言
[00:28:41] 孟公好
[00:28:41] 发现上次留错了
[00:28:42] 后面的不是妈祖
[00:28:43] 是观音大
[00:28:44] 最近妈祖出群的话题太多了
[00:28:46] 不过相信留错都会保佑的
[00:28:47] 那另外一直想问
[00:28:49] 捏软联盟是物理上的吗
[00:28:50] 我被二宝至少
[00:28:51] 两宝至少捏到三次
[00:28:53] 孟公有经验吗
[00:28:54] 不是啊
[00:28:54] 拜托把你的高丸收起来
[00:28:56] 好不好
[00:28:56] 我觉得不太可能
[00:28:57] 被小朋友捏到高丸
[00:28:59] 你说被踩到撞到
[00:29:00] 很常见
[00:29:01] 特别是像我们家的男人
[00:29:03] 两个都是
[00:29:03] 动作很大
[00:29:04] 男生真的是比较不细致啊
[00:29:06] 他们会突然间就是跟你
[00:29:07] 不知道
[00:29:08] 他说他是什么
[00:29:08] 假喝冷蛙之类的
[00:29:09] 然后假喝假喝冲过来
[00:29:11] 干他真的是直接投锤
[00:29:12] 或者说他直接跳到你身上
[00:29:14] 那当然一没弄好
[00:29:15] 就可能会踩到你
[00:29:16] 也不要说蛋啊
[00:29:17] 踩到其他地方
[00:29:18] 踩到肚子什么
[00:29:18] 也都超级痛的
[00:29:19] 所以踩到撞到有机会
[00:29:21] 但是手直接过去抓一把的话
[00:29:23] 你一定是平常挂在外面
[00:29:25] 我建议你也就好好把它收起来
[00:29:27] 小敏卫
[00:29:27] 最近一直拉肚子
[00:29:29] 还有猛攻
[00:29:29] 想跟你请教
[00:29:30] 有关小作文的疑惑
[00:29:31] 听听你的看法
[00:29:32] 一直以来炒谷的时候
[00:29:33] 网络上总会有各种小作文的出现
[00:29:35] 虽然自己有认真做基本面研究
[00:29:36] 但小作文的存在
[00:29:37] 我不太确定要视为谣言还是事实
[00:29:39] 刮到判断谣言或事实之后
[00:29:41] 在判断依反应或是未反应
[00:29:43] 如果可以的话
[00:29:44] 方便用近期的散热族群来说明
[00:29:45] 那通常这种换设计
[00:29:47] 不太可能是某一个
[00:29:48] 瞬间公司的产品就全面更换
[00:29:50] 而是有一段时间的发酵
[00:29:51] 那为什么散热
[00:29:52] 这阵子杀的最严重
[00:29:53] 我自己是没买散热相关的
[00:29:55] 但觉得这个案例很赞
[00:29:57] 爱您
[00:29:57] 其实最近市场上的小作文
[00:29:59] 有感的变少
[00:30:01] 我不确定是小作文的作家
[00:30:03] 都赚到不知道
[00:30:04] 就是什么盆满钵满
[00:30:05] 然后消失了
[00:30:06] 还是大家突然不邪了
[00:30:07] 但是以前很常看到小作文
[00:30:10] 你知道前面还会隐私作对
[00:30:11] 给你妈的四言绝句之类的
[00:30:13] 那只是现在
[00:30:14] 我不知道大家有没有感觉
[00:30:16] 就一样在做交易的各位朋友们
[00:30:17] 你们有没有发现说
[00:30:18] 最近的作文有变少
[00:30:19] 我体感是有变少
[00:30:20] 那你讲的这些
[00:30:22] 我觉得有分
[00:30:22] 就是说小作文跟消息不一样
[00:30:25] 消息的话可能是
[00:30:26] 就是一小段
[00:30:27] 那小作文是
[00:30:28] 他们会去做一些诠释
[00:30:29] 然后可能会去掰出一些东西
[00:30:31] 那要怎么样去识别说
[00:30:32] 哪个是真实家
[00:30:33] 其实那个都是
[00:30:34] 需要一些多方cross check
[00:30:35] 有些可能觉得
[00:30:36] 我们自己非常熟悉的
[00:30:37] 你也认识公司派的
[00:30:38] 你立刻就知道答案
[00:30:39] 那这个也很难讲
[00:30:42] 就觉得说有时候
[00:30:42] 我知道答案是什么
[00:30:43] 那我自己在车上
[00:30:44] 我发现你们在乱吹
[00:30:46] 我不会因为说
[00:30:47] 你们在乱吹
[00:30:47] 我就把东西卖掉
[00:30:48] 我会觉得说
[00:30:48] 你们要乱吹是不是
[00:30:49] 那你们也最好就乱买
[00:30:51] 然后把它推上去
[00:30:52] 我觉得很爽
[00:30:53] 所以我甚至不会想去纠正你
[00:30:54] 我会觉得说
[00:30:54] 没关系你们就这样想吧
[00:30:56] 那当然
[00:30:57] 有些比较偏向那种正义使者
[00:30:59] 或是一些看空的
[00:31:00] 他们就很喜欢去找一些小作文
[00:31:01] 然后帮忙改作业
[00:31:02] 这个乱写或什么的
[00:31:04] 那只是呢
[00:31:05] 我自己的看法是这样
[00:31:06] 我觉得小作文
[00:31:07] 你可以把它视为说
[00:31:09] 它只要不是瞎掰的一些数字就好
[00:31:12] 它可以有自己的想象嘛
[00:31:13] 就像是不知道
[00:31:14] 就一样是看同一家公司
[00:31:16] 联发科台积电
