[00:00:00] 欢迎收听赵华语股获在第1122集
[00:21:02] 我记得好像是红海买走
[00:21:03] 还是谁买走
[00:21:04] 现在都变薄了
[00:21:05] 这就是市场有趣的地方
[00:21:07] 其实成熟制程
[00:21:09] 我觉得开第一枪好的是德宜
[00:21:11] 德宜缴出一个很亮丽的财报
[00:21:13] 告诉大家在公共产品
[00:21:15] 车用产品
[00:21:16] 以及部分的AI产品上面
[00:21:18] 其实成熟制程是用得上的
[00:21:20] 不是什么事情都要用先进制程
[00:21:21] 可是刚刚凯哥讲了一件事
[00:21:23] 假设是纯消费性市场跟PC市场
[00:21:26] 听到的都还蛮惨烈的
[00:21:28] 对
[00:21:28] 前两天我记得有一家公司开发说
[00:21:30] 也有提到
[00:21:31] 他们PC端的那一块的市场
[00:21:33] 可能要萎缩50%
[00:21:35] 所以这个事情
[00:21:36] 我觉得大家还是要区分开来
[00:21:37] 是
[00:21:38] 对
[00:21:39] 就是产业其实就是
[00:21:40] 走到这里
[00:21:41] 这个光灯一直照一照
[00:21:43] 你就要注意说
[00:21:44] 谁最终是会睁不开眼睛的
[00:21:46] 因为他没有这样的基本面
[00:21:48] 对
[00:21:48] 封测的话
[00:21:50] 我觉得刚刚凯哥有讲
[00:21:52] 其实大部分人封测的状况都很好
[00:21:54] 我们常常会点名的
[00:21:55] 系格
[00:21:56] 新权
[00:21:56] 齐邦
[00:21:57] 台新科
[00:21:59] 这个是系格的子公司
[00:22:00] 力成
[00:22:01] 虽然我们之前有讲到
[00:22:02] 力成唯一的小缺点是说
[00:22:04] 它的散出型封装
[00:22:04] 现在不确定
[00:22:05] 能不能跟台积电搭上线
[00:22:07] 但是业界知道它的单
[00:22:08] 接得非常满
[00:22:09] 因为它不只是散出型封装
[00:22:10] 它还有机体封装
[00:22:11] 还有先进封装
[00:22:13] 一般的车是HBM等等
[00:22:14] 所以力成最近的状况也不错
[00:22:17] 而晶元店我这边自己前几天
[00:22:19] 应该说上几周有跟大家聊过
[00:22:21] 因为我自己有认识
[00:22:22] 封测大厂的人
[00:22:23] 他们有提醒晶元店的经营阶层
[00:22:26] 整个换掉这个事情
[00:22:27] 他们是比较留意的
[00:22:29] 但是我有说
[00:22:30] 这不代表晶元店不会涨或会涨
[00:22:33] 可是你可以看到市场上
[00:22:34] 对于这件事情
[00:22:35] 因为那时候刚换的时候
[00:22:36] 投信是狂卖
[00:22:37] 所以它有点联动性
[00:22:39] 那你就要观察
[00:22:40] 投信什么时候愿意把晶元店买回来
[00:22:42] 等于他们认为这件事情的判断
[00:22:44] 可以告一段落
[00:22:45] 对 但是我可能就会优先去找
[00:22:47] 刚刚我数到的那一些
[00:22:49] 我觉得比较没有问题
[00:22:50] 甚至日月光在盘整
[00:22:51] 我觉得日光也是有机会
[00:22:52] 对啦 因为你也不能说
[00:22:54] 晶元店的董事长跟蔡明介
[00:22:56] 是殷亲关系
[00:22:57] 她不当董事长
[00:22:58] 就没有生意可以做
[00:23:00] 不可能啊
[00:23:00] 因为已经有这么长期的配合的关系
[00:23:03] 而且今年的风车是很吃紧的
[00:23:05] 你怎么可能因为一个殷亲关系
[00:23:07] 就说我不要在你这边做封装
[00:23:10] 不太可能
[00:23:10] 所以一个洗刷
[00:23:12] 它反而是一个好的一个观察的
[00:23:15] 再进场的一个价位啊
[00:23:17] 好 那刚刚还有讲到系光子啦
[00:23:19] 忘了讲系光子
[00:23:20] 其实今天系光子也还是有人表态
[00:23:23] 联军
[00:23:24] 其实因为联军也是做这个高阶封装的部分
[00:23:26] 还有IETKY
[00:23:27] 就是光盛的合作伙伴
[00:23:29] 光盛今天也稍微有回暖了
[00:23:31] 那整体的系光子
[00:23:33] 我自己也觉得已经从超长的族群
[00:23:36] 回落下来以后
[00:23:37] 休息一阵子
[00:23:38] 有可能变成第三季接棒的族群
[00:23:40] 有可能 因为我前天才去听了
[00:23:43] 和胜的这个
[00:23:44] 和胜
[00:23:45] 对 光盛的子公子
[00:23:46] 他们有私底下找一些法人聊了一下
[00:23:48] 看起来确实在产品是很跳跃的前面
[00:23:51] 其实你现在
[00:23:52] 基本上你问他说今年有没有EPS
[00:23:55] 其实都很难讲
[00:23:56] 但是公司目前的目标是很明确
[00:23:59] 就是我之前有讲过
[00:24:00] 其实明年2027年会开始小亮
[00:24:02] 2028年CPU会大亮
[00:24:04] 我觉得看起来他们是踩在这个TEMPO上面
[00:24:06] 其实大力光也是啊
[00:24:08] 其实大力光也跟你讲说
[00:24:09] 它到2028年才会有大量
[00:24:11] 只是大力光为什么股价突然涨那么多
[00:24:13] 其实上次我们来那时候有讲
[00:24:15] 我说它是个老实数
[00:24:16] 是
[00:24:17] 它这家公司就是有多少做多少
[00:24:19] 讲多少的公司
[00:24:20] 但是市场现在是用它现在的EPS
[00:24:23] 给了它一个CPU的本益比
[00:24:26] 瞬间股价就会拉上去
[00:24:28] 这跟联发科是一样的
[00:24:29] 就它本来就有EPS
[00:24:30] 你给了它ESIC
[00:24:32] 一个IP公司的本益比
[00:24:33] 它股价就会拉上去
[00:24:35] 所以它一拉上去
[00:24:36] 所有的相关的族群
[00:24:38] 整个光学人件全部都被拉起来
[00:24:40] 所以你觉得说市场是在做梦吗
[00:24:42] 其实不是
[00:24:43] 但就是要有个领头羊带动
[00:24:45] 好
[00:24:46] 所以要有个领头羊带动
[00:24:48] 各族群其实都有领头羊
[00:24:50] 那可能还没有发威的会像是台积电
[00:24:52] 好
[00:24:53] 台积电的话
[00:24:54] 7月中下旬要开法说
[00:24:55] 现在已经进入到手背范围
[00:24:57] 就是法说前一个月
[00:24:59] 通常是台积电比较会涨的时候
[00:25:01] 那它最近有点浪空间
[00:25:03] 其实最近在牌面上
[00:25:04] 反而比较撑盘的是大型金融股
[00:25:06] 对
[00:25:06] 我觉得金融股它可能也有反映出
[00:25:09] 市场的利率是维持在一个
[00:25:11] 比较高的这个位阶上面
[00:25:12] 然后也当然有一些国家政策的任务
[00:25:16] 就是可能要把它hold住这样
[00:25:17] 那台积电是不是算是
[00:25:19] 现阶段比较便宜的
[00:25:21] 以及最近有在休息的是
[00:25:22] 台积电的设备供应链
[00:25:24] 我觉得当然是
[00:25:25] 就是你可以想见
[00:25:27] 他要去跟这个Anker
[00:25:29] 签一个十年的合约
[00:25:30] 表示什么
[00:25:31] 表示台积电后面的订单
[00:25:32] 其实是已经很明确了
[00:25:33] 他不是一年两年
[00:25:35] 十年
[00:25:36] 十年
[00:25:36] 是十年
[00:25:37] 所以告诉你台积电其实是
[00:25:39] 让你可以捡到便宜的东西
[00:25:42] 我的猜想就是
[00:25:43] 目前这个盘它过了大量高
[00:25:45] 你这时候要到什么时候
[00:25:47] 它才可以结束
[00:25:48] 我觉得就等到台积电的
[00:25:50] 法说会之后
[00:25:51] 那个时候大盘可能就已经
[00:25:53] 再相当一个比较高的水准
[00:25:54] 这时候还是一个下车的时间点
[00:25:56] 所以这时候你刚上车
[00:25:58] 你就不要在七上八下
[00:26:00] 你就等到台积电的法说会之后来看
[00:26:04] 台积电对于它明年的资本支出
[00:26:06] 会不会做一个上锈的动作
[00:26:08] 再去观察它的第二届毛利率的变化
[00:26:11] 如果它资本支出增加
[00:26:13] 毛利率是跳升的
[00:26:14] 你就告诉你
[00:26:15] AI这一波是长真的来真的
[00:26:17] 好 所以台积电相关的供应链
[00:26:20] 它是属于现阶段
[00:26:22] 我觉得反而是位阶相对比较低一点的
[00:26:25] 风测也是啊
[00:26:26] 风测是因为这两天
[00:26:27] 它开始有一些讯息让它回暖
[00:26:29] 要不然在上礼拜的时候
[00:26:30] 或者说之前有建高的时候
[00:26:32] 蛮多风测回蛮多的
[00:26:34] 像奇邦我记得回到快30%
[00:26:36] 对啊 回很多
[00:26:37] 因为它之前涨太多了
[00:26:38] 是
[00:26:38] 也必须这么说
[00:26:39] 但大家要体会到的是
[00:26:41] 不管是功率元件
[00:26:43] 不管被动元件
[00:26:44] 不管风测股
[00:26:45] 我觉得他们的股性都在这一波
[00:26:46] 因为台股创历史新高的关系
[00:26:48] 还有AI的风潮下
[00:26:49] 他们的股性其实都有点改变了
[00:26:52] 那不妨就是高低配一些
[00:26:54] 我还记得凯哥在上礼拜
[00:26:56] 比较戚风苦雨的时候
[00:26:58] 有跟大家提到
[00:26:59] 如果真的会害怕
[00:27:00] 那就是积极的要有一点
[00:27:01] 再等的要有一点
[00:27:02] 甚至非电的部分
[00:27:05] 要有一点
[00:27:06] 非电的部分有包括
[00:27:07] 可能高值利率的引荐股
[00:27:09] 或者是说
[00:27:10] 也算是有一些值利率
[00:27:11] 然后现在在政策上面
[00:27:13] 是比较顺风的金融股
[00:27:15] 对 我觉得这两个
[00:27:16] 是可以考虑做一些配置
[00:27:18] 当然因为金融涨很多了
[00:27:19] 是 但是你是要说
[00:27:21] 现在资金重回AI吗
[00:27:22] 对啊
[00:27:23] 你就把这些降一点
[00:27:24] 然后等到
[00:27:25] 到了七月中
[00:27:26] 可能快接近台电法说会的时候
[00:27:28] 你就再把它移一些回来
[00:27:30] 就是做一个平衡的操作
[00:27:32] 可是这一波啊
[00:27:33] 我自己看
[00:27:34] 如果这礼拜
[00:27:35] 所有的利空的问题
[00:27:36] 都得到解决
[00:27:37] 我确实觉得
[00:27:38] 在迎向七月的时候
[00:27:40] 会有一波蛮不错的行情
[00:27:42] 我个人觉得
[00:27:43] 会比较让我觉得勇敢的行情
[00:27:45] 是
[00:27:46] 可能要走到八月到九月的时候
[00:27:48] 我又会开始比较小心一点
[00:27:50] 对
[00:27:50] 第一是这个MOU的签署
[00:27:52] 每一啊
[00:27:53] 我记得
[00:27:54] 大家可以去
[00:27:55] 就是再检验一下
[00:27:56] 因为他们改来改去啊
[00:27:58] 我记得是一个六十天的协议
[00:27:59] 对
[00:28:00] 就是六十天后
[00:28:01] 就跟对等官司那时候言后一样
[00:28:03] 六十天后
[00:28:04] 你可能要再思考
[00:28:05] 有没有什么样的状况
[00:28:06] 变化
[00:28:06] 以及如果到了第三季的季尾的时候
[00:28:09] 不要忘记
[00:28:10] 这次的联准会
[00:28:11] 我觉得因为市场已经提高戒备了嘛
[00:28:13] 我们都说滑雪偏赢
[00:28:14] 滑雪没有先那个所谓的前瞻指引了
[00:28:17] 那点正土以后有没有不知道
[00:28:18] 但这次他已经不投了
[00:28:20] 诶
[00:28:20] 主席不投了
[00:28:21] 可能也叫其他的委员说
[00:28:23] 我都已经不投了
[00:28:24] 以后到底有没有不知道
[00:28:26] 这件事情演变到了第三季的季底
[00:28:28] 面临第四季
[00:28:29] 也就是目前有部分委员觉得
[00:28:31] 今年要升息一马的时候
[00:28:32] 他可能又会成为一个新的压力来源
[00:28:35] 对啦
[00:28:36] 但是基本上今年有个其中选举
[00:28:38] 对
[00:28:38] 所以我觉得在其中选举之前
[00:28:40] 基本上他都不会做太大的动作
[00:28:43] 是
[00:28:43] 对
[00:28:43] 他要满足老板的想法
[00:28:45] 对
[00:28:46] 但是其中选举结束之后就很难讲
[00:28:48] 是
[00:28:48] 其实整个第三季
[00:28:50] 我刚刚讲
[00:28:50] 除了台经的这个法说
[00:28:51] 基本上就没有什么更大的利多
[00:28:53] 因为大部分的大型的科技公司的财报
[00:28:56] 都已经揭露了
[00:28:57] 对
[00:28:57] 所以你接下来
[00:28:58] 就算财报揭露出来
[00:28:59] 其实大部分就是已经是很好了
[00:29:02] 你要担心的是
[00:29:03] 它会不会没有达到你市场预期的那么的好
[00:29:06] 做一个修正
[00:29:07] 是
[00:29:07] 但是我觉得应该还是一个多头的架构
[00:29:10] 因为我们上次有提到
[00:29:11] 就是你看00632
[00:29:13] 大量高突破
[00:29:14] 你就要持有点就00632
[00:29:15] 可是现在是大量低跌破了
[00:29:17] 换句说00632
[00:29:18] 其实可以持有的很少
[00:29:20] 或是根本就不用持有
[00:29:21] 因为已经没有避险的必要
[00:29:23] 对
[00:29:23] 但是你在持股上面
[00:29:25] 一方面我们又持有了一些
[00:29:27] 非AI的相关的金融
[00:29:29] 或者像营件之类
[00:29:30] 其实这些我就说
[00:29:31] 你可以比例稍微降一点
[00:29:32] 对
[00:29:33] 随着接近台电的这个法说会开始你再慢慢的加回来就比较好
[00:29:38] 好
[00:29:38] 因为四五月我们很热嘛
[00:29:40] 那时候凯哥就来这边几次耳提面命
[00:29:42] 说四五月没有问题
[00:29:43] 他觉得问题在六月
[00:29:45] 对
[00:29:45] 问题过来在六月
[00:29:46] 那现在我们看
[00:29:48] 我自己个人也是觉得七八月问题不大
[00:29:50] 尤其是七月我觉得
[00:29:52] 会有陆陆续续很多公司
[00:29:54] 开始去结第二阶级
[00:29:56] 或是所谓的半年报
[00:29:57] 到八月对不对
[00:29:58] 半年报漂亮的一定超多啦
[00:30:00] 因为我们截至到五月营收为止
[00:30:03] 六月营收都很棒啊
[00:30:05] 不是
[00:30:05] 你看很多有自节获利数的
[00:30:07] 其实都吓
[00:30:08] 年增率都三位数的一坨
[00:30:11] 两位数的更多或转亏为你的一坨
[00:30:13] 所以七八月份在结半年报
[00:30:16] 跟第二季季报的时候
[00:30:17] 我觉得如无意外
[00:30:18] 都是漂亮的成绩单
[00:30:20] 然后你要他们去讲下半年展望
[00:30:22] 你说人家会讲得很差很淡吗
[00:30:24] 我觉得也不会
[00:30:24] 可是我觉得进入到第三季
[00:30:26] 也就是九月份的时候
[00:30:27] 大家就要再格外留意了
[00:30:29] 一波新的考验开始
[00:30:31] 因为要看明年了
[00:30:32] 对
[00:30:32] 然后第三季有没有说
[00:30:34] 旺季能够让大家觉得非常的厉害
[00:30:36] 能够比上半年还厉害
[00:30:38] 这个是我会比较观望的
[00:30:39] 这是我自己个人的一个观测的方式
[00:30:42] 不过我觉得现在市场就很尴尬
[00:30:44] 就是你看老实数的股票都这样涨
[00:30:46] 所以就算谁讲再怎么坏
[00:30:48] 好像大家都觉得再说啦
[00:30:50] 反正现在钱就是很多
[00:30:52] 股票就是要先涨再说
[00:30:54] 对对对
[00:30:54] 所以我觉得就是还是要稍微冷却一下
[00:30:57] 如果这些股票真的是报大量没有涨
[00:30:59] 所以我们要很小心
[00:31:00] 就表示不是老实数
[00:31:02] 是有人真的用钱投票
[00:31:04] 来决定他的去留了
[00:31:05] 对
[00:31:06] 好 我觉得这件事情很重要的提醒就是
[00:31:08] 虽然我们现在是看得比较乐观了嘛
[00:31:10] 对不对
[00:31:10] 而且我有说盘面上如果有整齐的族群性的时候
[00:31:13] 其实我们体感一定比较好
[00:31:15] 甚至你就往这些有族群性的东西
[00:31:17] 你信得过
[00:31:18] 我有看我的持股清单
[00:31:19] 其实持股清单也是有族群性的
[00:31:21] 像刚刚提到的
[00:31:22] 例如说像CTL
[00:31:23] 其实我就比较没有了
[00:31:25] 因为跟不上
[00:31:26] 所以后来我都没有
[00:31:27] 那载版就是死报火报
[00:31:28] 载版我觉得后面还是有
[00:31:30] 然后被动元件我是有很多档
[00:31:32] 就有点运气好
[00:31:33] 所以虽然国具卖飞没有太过的难过
[00:31:37] 因为还有别人
[00:31:38] 那信商店有没有买回来呢
[00:31:40] 其实信商店我后来有加一点点回来
[00:31:43] 就是想说我还是要一个火种
[00:31:45] 我就觉得我那天真的有点
[00:31:46] 有点慌乱
[00:31:47] 因为我以前会不全部卖完
[00:31:49] 我也跟大家分享嘛
[00:31:50] 其实我们有教过一些方法
[00:31:52] 例如说你买的股票已经涨了
[00:31:53] 你就把你的成本拿回来
[00:31:55] 假设你成本7万
[00:31:56] 你已经赚到14万了
[00:31:57] 你就拿回7万
[00:31:59] 然后剩下7万纯赚的
[00:32:00] 你就让它水波逐游
[00:32:01] 拿票
[00:32:01] 对 或者是像我
[00:32:02] 我如果说今天买好几张
[00:32:04] 你当然可以先卖一半
[00:32:05] 可是如果说你真的
[00:32:06] 当初就只是买一张试试运气
[00:32:08] 你可以用零股卖500股出去啊
[00:32:10] 留下500股当火种
[00:32:11] 但信商店很奇妙
[00:32:13] 我那天全卖
[00:32:14] 所以后来就买了一点回来当火种
[00:32:17] 那我也有一点的CPU
[00:32:19] 我也在等CPU在第三季的接棒
[00:32:21] 那封测也是我的主力部队
[00:32:23] 我相当的喜欢封测
[00:32:25] 所以我觉得这些是我自己
[00:32:27] 在配置上面几乎都科技股啦
[00:32:29] 我虽然是很认同要配置
[00:32:31] 可是我就交给ETF去配置
[00:32:32] 我自己是几乎个股都在纯科技上面
[00:32:35] 那最近只要大家跟我讲的股票
[00:32:37] 多少都会试试看
[00:32:39] 因为最近的准率又变得很高
[00:32:41] 哇 讲完隔天又大涨什么的
[00:32:43] 所以这种名牌的试吃大会
[00:32:45] 如果大家现在身边有
[00:32:47] 但是一定要记得
[00:32:48] 要像凯哥讲的那样
[00:32:49] 趋势是向上的
[00:32:50] 足群性是强的
[00:32:51] 有放量但不是爆量不涨的
[00:32:54] 我觉得这些是可以优先来选择的
[00:32:56] 我们应该会有一个我个人觉得快乐的暑假
[00:33:00] 对 快乐的七八月
[00:33:01] 虽然很多人说暑假的时候
[00:33:03] 好像行情是比较淡
[00:33:05] 淡一点
[00:33:05] 对 但我觉得今年
[00:33:07] 在全民接股市
[00:33:08] 可能会结出不一样的结果
[00:33:10] 是啊 因为今年盘看起来就是不太一样
[00:33:12] 所以就算大股东的这个
[00:33:14] 缴税的这个高峰起已经过了
[00:33:17] 可是你看股市并没有明显的回档
[00:33:18] 是
[00:33:19] 再加上我们的大妈很勇敢
[00:33:21] 就是把这个盘撑住了
[00:33:22] 然后你现在迎来一个多头
[00:33:24] 就是美意的战争签了一个和平的协议书
[00:33:27] 然后废得也按兵不动
[00:33:29] 这对股市都是很正面的
[00:33:31] 对
[00:33:31] 好 我突然想到
[00:33:33] 因为昨天我们有跟大家分享
[00:33:35] 就是基督通平台上面的TISA基金
[00:33:38] 对
[00:33:38] 然后分享分享
[00:33:39] 当下有讲到一件事
[00:33:40] 因为他们这个平台有一个功能
[00:33:42] 叫低档制动扣
[00:33:44] 智慧的智
[00:33:45] 然后呢
[00:33:46] 因为昨天有跟基督通人聊
[00:33:48] 他们说TISA级别的基金
[00:33:50] 可以搭配低档制动扣
[00:33:51] 结果很快就有朋友去试
[00:33:54] 就发现不行
[00:33:55] 所以这边再度帮他们澄清一下
[00:33:57] 目前TISA基金的级别
[00:33:59] 里面的这些产品
[00:34:02] 它是没有办法配合
[00:34:03] 低档制动扣的功能
[00:34:05] 真抱歉
[00:34:06] 昨天有讲错
[00:34:07] 那可是因为他们现在正在
[00:34:09] 研你这个功能
[00:34:10] 日后会开放
[00:34:11] 所以也算是大家拗到
[00:34:13] 因为我就说
[00:34:13] 不行啦
[00:34:14] 你害我讲出去
[00:34:15] 那你们一定要把功能研发出来
[00:34:17] 他们说好
[00:34:17] 之后TISA级别的基金
[00:34:19] 也可以用低档制动扣
[00:34:20] 那公布如果日期确定的话
[00:34:22] 会再跟古货仔的朋友讲
[00:34:23] 好 这边就不好意思
[00:34:24] 昨天很开心的跟大家分享
[00:34:26] 有很多好功能
[00:34:27] 可以搭配这个不配息的TISA基金
[00:34:29] 好 这边来做个澄清
[00:34:31] 那也忘记讲
[00:34:31] 今天我们有影片版
[00:34:32] 今天的影片版
[00:34:34] 一样会放在赵凯艾伦说的YouTube频道
[00:34:37] 那今天很谢谢凯哥
[00:34:39] 谢谢赵凯
[00:34:39] 连假三天
[00:34:40] 大家有没有要注意
[00:34:42] 这三天里面要做的功课
[00:34:43] 我觉得这三天
[00:34:45] 赶快稍微检视一下你的持股
[00:34:47] 因为我感觉
[00:34:48] 因为大家太开心了
[00:34:49] 所以感觉你的持股可能有点乱了
[00:34:51] 我觉得还是要调整一下
[00:34:53] 调整一下
[00:34:54] 好 讲到我了
[00:34:55] 好 那我们今天古货仔就到这边了
[00:34:57] 大家连假愉快
[00:34:59] 拜拜
[00:34:59] 拜拜 端午节快乐
[00:35:00] 拜拜
[00:35:04] 拜拜
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] 
[00:35:04] Woropri
[00:35:06] 优优独播剧场——YoYo Television Series Exclusive
