[00:00:00] 欢迎收听赵华语股获在第1124集
[00:23:32] 因为我们
[00:23:33] 就算我们法人
[00:23:34] 我一直觉得
[00:23:35] 能够跳脱这个圈子
[00:23:37] 然后完全做专业投资人
[00:23:39] 完全不上班
[00:23:40] 老实讲
[00:23:41] 就我以前角度我觉得
[00:23:42] 我遇到我都会觉得很敬佩
[00:23:44] 我不管你能够赚多少钱
[00:23:46] 你可以
[00:23:46] 我们以前有那种10年
[00:23:48] 超过10年20年
[00:23:49] 最后都没上班的
[00:23:50] 我也不知道说
[00:23:51] 你到底赚多少钱
[00:23:53] 但是你可以一二十年不上班
[00:23:54] 就靠这股票赚钱
[00:23:57] 我就觉得很了不起
[00:23:58] 因为股票在投资里面
[00:24:01] 强的不是短时间赚很多
[00:24:04] 强的是能够长期一直在赚
[00:24:07] 我觉得这个才是厉害的投资人
[00:24:10] 就我们的角度出发
[00:24:11] 所以我刚才讲
[00:24:12] 本业真的要认真
[00:24:14] 然后不要本业跟这个投资的次序搞混
[00:24:18] 那如果你说
[00:24:19] 所以我个人觉得
[00:24:20] 应该现在是多头
[00:24:22] 所以你在投资的用心度
[00:24:25] 要比以前认真
[00:24:26] 我觉得这是合理的
[00:24:28] 那你应该是
[00:24:29] 你可以花你其他
[00:24:31] 这个所谓的空闲的时间
[00:24:33] 并不是花你本业的时间来认真
[00:24:35] 那你应该说
[00:24:37] 这个花时间在这个上面
[00:24:39] 但是要有一定的限度
[00:24:41] 你一直要去追求最高的报酬
[00:24:44] 不见得是优势
[00:24:45] 其实我刚刚讲
[00:24:46] 你往AI靠拢真的不行
[00:24:47] 都买ETF
[00:24:49] 然后把持股拉高
[00:24:52] 然后中间不管谁说了什么言论
[00:24:56] 你只要冷静下来想一下
[00:24:58] 明年27年的AI的这个浪潮
[00:25:02] 到底会不会因为川普讲的这句话改变
[00:25:05] 或者是比如说了什么事情而改变
[00:25:08] 不会的话
[00:25:08] 你就不用紧张
[00:25:10] 那后续维持高持股
[00:25:12] 那刚刚提到往AI靠拢
[00:25:14] 等到短时间是没有感受的
[00:25:16] 但是你只要时间拉长
[00:25:18] 一记两记之后
[00:25:19] 你就会发现这个策略
[00:25:20] 其实能够让你每天生活
[00:25:23] 不会应该说你的心情
[00:25:25] 不会受到投资大幅震荡的影响
[00:25:28] 而且获利层面会不断地走高
[00:25:31] 因为刚刚明翰讲到一件事
[00:25:34] 让我想到我漏了一个事情
[00:25:36] 忘了要跟明翰分享
[00:25:37] 以及跟观众和听众朋友分享
[00:25:39] 就大家都知道我会去东森对面
[00:25:42] 有个地方改衣服
[00:25:43] 那改衣服的老板娘也是很神奇
[00:25:45] 上过好几家大型的杂志
[00:25:47] 因为她改衣服改到出名这样子
[00:25:49] 我昨天去找她
[00:25:50] 我就发现了两件事情
[00:25:51] 第一件事情就是我变胖
[00:25:53] 她把我改衣服的时候
[00:25:55] 我会写
[00:25:56] 以前这个牌子S号的
[00:25:58] 我还要再修
[00:25:59] 她昨天有几件
[00:26:00] 我就觉得好像差不多
[00:26:01] 回去量体重真的变胖了
[00:26:03] 好 这第一个
[00:26:04] 第二个她就千交代万交代
[00:26:07] 我要感谢婉婷跟明翰
[00:26:09] 因为这个老板娘多厉害
[00:26:11] 她都有在做股票
[00:26:11] 所以后来我越去
[00:26:13] 她越喜欢跟我聊天
[00:26:14] 最近有一段时间没有去
[00:26:15] 她做股票让我有个印象很深刻
[00:26:17] 她去听我们这些财经节目
[00:26:19] 所以她就知道现在在热什么
[00:26:20] 好 例如说最近热被动元件
[00:26:22] 她可能就真的买一下国具或什么
[00:26:24] 但她会遵守什么呢
[00:26:25] 热蒙古
[00:26:26] 跌破五日线我就先出场一趟
[00:26:28] 那如果站上我就再买回来之类的
[00:26:31] 她就用这种很简单的
[00:26:32] 可是她都锁定我们讲的热门AI股
[00:26:34] 然后她就有讲到说
[00:26:36] 因为你知道缝缝补补补这个衣服
[00:26:38] 有时候手工活也很累
[00:26:39] 她就说她最近有流失员工
[00:26:41] 就是有员工呢
[00:26:42] 就觉得股票有赚钱了
[00:26:44] 就说我才不要在这边缝衣服了
[00:26:46] 我就走了
[00:26:46] 可是老板娘她很热爱这件事情
[00:26:49] 她就继续
[00:26:50] 当然继续做她的本业
[00:26:51] 本业做得很好
[00:26:52] 然后也有投资股票
[00:26:53] 那为什么她要感谢婉婷跟明翰呢
[00:26:55] 她最近拿到一张证照
[00:26:57] 台湾只有她一个人有
[00:26:59] 就是GOTEX的修补的证照
[00:27:01] 要全英文考试
[00:27:04] 那她呢说
[00:27:05] 你知道我看那一叠的时候
[00:27:06] 我本来就是要放弃
[00:27:07] 因为我根本就不懂什么英文
[00:27:09] 可是我就看到明翰哥
[00:27:11] 他不能叫你哥差不多
[00:27:12] 他说他看到明翰
[00:27:15] 接受采访的时候提到
[00:27:17] 以前国中是混不良少年
[00:27:19] 然后呢高中的时候
[00:27:21] 可能26个英文字母都还学不起
[00:27:23] 可是后来呢却因为自己苦读
[00:27:25] 不但英文超六
[00:27:26] 还用全英文考到CFA第三集
[00:27:28] 这个励志的过程
[00:27:30] 她就告诉自己说
[00:27:31] 我不能放弃
[00:27:32] 我不能放弃
[00:27:33] 全英文我也要克服
[00:27:34] 全英文也要克服
[00:27:35] 然后因为婉婷有一次来上节目
[00:27:37] 也有提到
[00:27:37] 她不是一个最聪明的人
[00:27:39] 可是她是一个最努力的人
[00:27:40] 每天都为了做研究产业
[00:27:42] 熬夜到半夜
[00:27:43] 然后哭啊什么的
[00:27:44] 对
[00:27:45] 还是这样熬过来
[00:27:46] 她说她就凭借这两个人的故事
[00:27:48] 就决定自己要克服
[00:27:50] 这个全英文的认证考试
[00:27:52] 通过了
[00:27:53] 台湾就这么一张
[00:27:55] 然后中国有一张
[00:27:56] 对
[00:27:56] 然后所以我就听了就觉得
[00:27:58] 很为她高兴
[00:27:59] 所以她就特别来跟我们
[00:28:00] 分享这个事情
[00:28:01] 我觉得她带来很多的意义啦
[00:28:03] 就是你要相信
[00:28:04] 你自己的行业
[00:28:05] 行行出状元
[00:28:06] 她不是AI产业嘛
[00:28:08] 可是她的这个手工业
[00:28:09] 还是非常的厉害
[00:28:10] 可以得到国际的认证
[00:28:12] 再来她不懂英文
[00:28:13] 可她却通过了一个
[00:28:14] 全英文的考试
[00:28:15] 再来她也做股票
[00:28:16] 而且做得还不小
[00:28:17] 可是她的方法很简单
[00:28:19] 热门趋势
[00:28:20] 加上一些很简单的技术
[00:28:21] 现行判断
[00:28:22] 对
[00:28:23] 然后她又很相信
[00:28:24] 我们达人这样的
[00:28:25] 她就这样又赚本业钱
[00:28:27] 又赚本业技术
[00:28:28] 又赚投资财
[00:28:29] 然后她跟我说
[00:28:30] 一定要当面谢谢明汉
[00:28:31] 这样
[00:28:31] 对
[00:28:32] 你可以这样
[00:28:33] 我觉得这个真的是很励志
[00:28:35] 我觉得这个真的很值得大家鼓励
[00:28:37] 我常常讲的就是
[00:28:39] 真的本业自己要拿捏一个喜欢的方向
[00:28:44] 认真不断的往前进
[00:28:46] 因为投资真的是
[00:28:48] 我觉得双面真的都要认真
[00:28:51] 你往一个方向靠拢
[00:28:53] 其实风险真的很高
[00:28:55] 尤其是投资
[00:28:56] 因为我常常讲投资会有一个
[00:28:58] 它会给你一个错觉
[00:29:00] 在这个多头的时候你会觉得你是鼓声
[00:29:02] 但是这个不真的
[00:29:04] 当然我这个讲
[00:29:07] 这个时候有时候有矛盾
[00:29:09] 我跟大家讲有风险
[00:29:10] 可是你又说
[00:29:11] 不会你刚刚不是讲未来又是好的
[00:29:13] 但是常常讲的时候
[00:29:15] 有时候你没有经过中间的洗礼
[00:29:17] 或者说我们
[00:29:18] 或者举一个比较好的例子好了
[00:29:20] 就是说
[00:29:21] 这接近三年的AI
[00:29:23] 之前关税的时候也是跌到半天
[00:29:26] 你当时你有没有那个信念能够
[00:29:29] 没关系我不怕
[00:29:30] 我就觉得是AI是好的
[00:29:32] 你有没有经过那个洗礼
[00:29:33] 大部分
[00:29:34] 绝大部分当时是没办法
[00:29:35] 过度过内观的
[00:29:37] 对不对
[00:29:38] 所以你未来26年27年
[00:29:41] 你也不敢保证
[00:29:42] 未来会不会有这样的一个架构
[00:29:44] 然后你永远走在这钢索边缘
[00:29:47] 最后很容易就会有出状况的时候
[00:29:50] 所以我很认同
[00:29:53] 真的就是要本业跟这个所谓的投资
[00:29:56] 双面都要认真
[00:29:57] 我常常觉得
[00:29:59] 我觉得偏背的都很严重
[00:30:01] 比如我遇到很多就是
[00:30:02] 投资很认真
[00:30:03] 最后本业也爱做不做的
[00:30:05] 我就跟他讲
[00:30:06] 你这个看得出来
[00:30:08] 你的投资已经没有问题
[00:30:10] 你应该多认真一点
[00:30:12] 你的本业比较实在
[00:30:13] 另外有遇到一些就是不太
[00:30:16] 可能不太投资的
[00:30:18] 我就会跟他讲
[00:30:18] 你不知道现在人家财富不断的在拉开
[00:30:22] 你不投资
[00:30:23] 你会很辛苦
[00:30:24] 因为你只靠本业
[00:30:26] 你感觉你自己在赚
[00:30:28] 可是这个股市在往上的过程当中
[00:30:31] 大家的财富快速拉伸
[00:30:34] 其实你要记得一件事情就是
[00:30:37] 你这个100万到底是多还少
[00:30:40] 这个取决于大家之间的财富的比较
[00:30:44] 你当所有台湾投资人
[00:30:46] 大家100万是基础的时候
[00:30:49] 其实你100万
[00:30:50] 你只有100万你是穷人
[00:30:51] 所以这个概念就是说
[00:30:53] 大家现在的获利大幅走深的情况下
[00:30:57] 其实你如果你的这个获利一直上不去
[00:31:00] 那其实就是一个代表你在一个退后
[00:31:03] 我常常觉得这个观念是
[00:31:05] 必须要跟大家分享
[00:31:07] 所以我觉得老板娘的故事
[00:31:09] 真的是也真的是蛮励志的
[00:31:12] 我觉得
[00:31:12] 那当然我也觉得
[00:31:14] 不过常常讲这种
[00:31:15] 我自己都会觉得我可能已经过那个年纪
[00:31:18] 但是我以前确实就是
[00:31:20] 为了本业也很认真
[00:31:22] 那时候我觉得投资我还
[00:31:24] 一开始的时候我还没有花非常大的心力
[00:31:27] 我就是本业的部分一定要想办法
[00:31:29] 先把自己先拉上去
[00:31:31] 然后后来
[00:31:32] 当然这是我运气
[00:31:33] 因为我的本业本身就是投资
[00:31:36] 所以当我的本业把自己的能力拉上去之后
[00:31:40] 代表我投资也真的越来越好
[00:31:43] 但是我另外要分享一件事情
[00:31:46] 就是再讲到投资这件事情
[00:31:49] 我要跟大家讲
[00:31:50] 我不只是刚刚提到的本业
[00:31:52] 就算你的基础多低
[00:31:54] 你只要认真都会上得去
[00:31:56] 投资也一样
[00:31:57] 我通常遇到投资人
[00:31:58] 他会再讲到投资一些分享的时候
[00:32:01] 他都会常常跟我讲
[00:32:02] 没关系你直接告诉我哪一档就好
[00:32:05] 其实我听不太懂
[00:32:06] 没错
[00:32:07] 对
[00:32:08] 我的概念
[00:32:09] 我要讲一个很重要很重要的观念
[00:32:11] 我这一辈子我看了这么多人
[00:32:14] 我从来没听
[00:32:14] 我从来没看过有一个人说
[00:32:17] 他只听谁谁谁讲
[00:32:19] 谁谁讲
[00:32:20] 然后最后能够累积财富
[00:32:22] 发家支付
[00:32:22] 发家支付变成有钱
[00:32:24] 这个是绝对不可能的
[00:32:26] 任何人不管是主力什么
[00:32:27] 他其实多少对这个公司
[00:32:30] 都有他一套方法
[00:32:31] 方法每个人不同
[00:32:33] 他一定有一套方法
[00:32:34] 去了解他的结构
[00:32:35] 或怎么样竞跟出
[00:32:37] 你不可能永远
[00:32:39] 有一个人带着你
[00:32:40] 带你一辈子
[00:32:41] 这是绝对不可能的事情
[00:32:43] 所以无论如何
[00:32:44] 投资也必须要理解
[00:32:46] 但还有很重要的事情
[00:32:47] 投资真的没有想象的难
[00:32:49] 回过头来
[00:32:50] 人家会告诉我说
[00:32:52] 这会说你不能这样讲
[00:32:54] 因为你受过
[00:32:55] 比如说你教育训练各样的
[00:32:58] 刚好我在跟大家讲一个
[00:32:59] 我自己亲身的体验
[00:33:02] 我会觉得
[00:33:02] 我今天后来
[00:33:04] 我自己也觉得
[00:33:05] 我最后能够理解
[00:33:06] 抓出很多方法
[00:33:08] 我个人觉得我连运气好
[00:33:10] 假如我确实
[00:33:11] 我认真不是说
[00:33:12] 我的基础有多好
[00:33:14] 是我每一次错误
[00:33:16] 我会很快的去修正
[00:33:18] 我觉得这是我最大的优势
[00:33:20] 或结论来讲
[00:33:21] 我平常看到厉害的投资人
[00:33:24] 我发现跟背景一点关系都没有
[00:33:27] 或者我只反向而言好了
[00:33:29] 我在投资圈20年了
[00:33:32] 所以我也预估很多
[00:33:34] 平均可能在投资圈
[00:33:36] 经历20年的人
[00:33:39] 我老实讲
[00:33:40] 真正对投资
[00:33:41] 我们在聊天之间
[00:33:42] 因为其实聊天之间
[00:33:44] 我讲几句话
[00:33:45] 我就知道你的
[00:33:46] 你的逻辑跟你的能力在哪里
[00:33:48] 我个人觉得就我们投资圈
[00:33:50] 最后能够胜出
[00:33:52] 然后靠投资
[00:33:53] 能够轻松自在赚到钱的
[00:33:55] 我个人觉得那个比例
[00:33:56] 其实比你想象的低很多很多
[00:33:59] 结论来讲
[00:34:00] 就是投资圈的人
[00:34:01] 大部分也跟一般人
[00:34:03] 没有太大的差异
[00:34:04] 一般人里面也存在
[00:34:06] 非常很多
[00:34:07] 很强很强的投资人
[00:34:09] 我个人觉得
[00:34:10] 就是那个比例
[00:34:11] 并没有因为他读财务
[00:34:13] 或者是受过什么背景
[00:34:15] 或者曾经在法恩圈
[00:34:17] 就特别厉害
[00:34:18] 我个人觉得那个比例是差不多
[00:34:19] 所以结论就是
[00:34:21] 刚刚提到的
[00:34:22] 其实无论是本业跟投资
[00:34:25] 其实都需要
[00:34:26] 花一点心力在上面
[00:34:28] 不要每天只想要
[00:34:29] 谁谁谁跟我讲得很准
[00:34:32] 其实这一套理论
[00:34:34] 是不可能走长久
[00:34:35] 最后无论如何
[00:34:36] 都要找到自己的方法
[00:34:38] 要怎么去
[00:34:39] 找到自己的方法去突破
[00:34:41] 能够未来不靠任何人
[00:34:44] 你就能够持续的
[00:34:46] 不断的增长财富
[00:34:47] 我觉得那个才是最重要
[00:34:49] 所以我刚刚提到
[00:34:49] 双面都要努力
[00:34:51] 但是结论都没有想象的难
[00:34:54] 不是那种
[00:34:55] 一开始就说
[00:34:56] 我不行
[00:34:57] 其实没有
[00:34:58] 真的没有想象的那么难
[00:34:59] 就像我去找
[00:35:01] 这个对面的老板娘
[00:35:02] 她也不是叫我报牌给她
[00:35:04] 她是跟我讲
[00:35:05] 她买了什么
[00:35:05] 然后她还跟我讲
[00:35:07] 她怎么买卖的
[00:35:08] 我就想
[00:35:09] 好像是听老板娘
[00:35:10] 报牌给我
[00:35:11] 没有开玩笑
[00:35:12] 因为她有在看我们节目
[00:35:13] 我觉得她就是一个
[00:35:14] 自己吸收以后
[00:35:15] 归纳出一个很简单的逻辑
[00:35:18] 对
[00:35:18] 那她在对等关税的时候
[00:35:20] 还有加码
[00:35:20] 那她的加码想法也非常简单
[00:35:23] 她就说
[00:35:23] 那我就加码鸿海好了
[00:35:24] 鸿海应该没问题
[00:35:25] 她的想法就这样
[00:35:27] 叠这么多了
[00:35:28] 鸿海
[00:35:28] 鸿海本益比已经很低了
[00:35:30] 我就加码鸿海
[00:35:31] 其实好像也没错
[00:35:33] 就跟你对等关税
[00:35:34] 你不想要买什么
[00:35:35] 你买个指数
[00:35:36] 或是你买一个台积电
[00:35:38] 你可能不会太担心
[00:35:39] 那她就个人可能比较喜欢鸿海
[00:35:41] 就这样子啊
[00:35:42] 我觉得还蛮有意思的一件事情
[00:35:44] 也跟各位听众或观众朋友分享
[00:35:47] 因为我也觉得是蛮励志的
[00:35:49] 我每次听到这种事情
[00:35:50] 就会觉得
[00:35:50] 这个社会
[00:35:51] 不是说我们今天一定要身处在AI领域
[00:35:54] 才能够赚钱
[00:35:55] 可是我们做的事情
[00:35:57] 我有个好朋友
[00:35:58] 他有在修行这样子
[00:35:59] 他就讲说
[00:36:00] 我们现在在传递的事情
[00:36:01] 也算是一种说法哦
[00:36:03] 一种说法
[00:36:04] 因为我们想要教的是
[00:36:05] 正确的观念
[00:36:07] 而且就是因为
[00:36:08] 社会的现状如此
[00:36:09] 所以投资变成一个很重要的事情
[00:36:11] 但不是投机
[00:36:12] 一定要像明翰刚刚讲的
[00:36:14] 我们要如何长期的
[00:36:16] 在这样的一个社会现状里面
[00:36:18] 长期稳健的获利
[00:36:19] 是我们这个频道
[00:36:21] 觉得最重要的一件事情
[00:36:22] 所以最后我强请明翰讲一下
[00:36:24] 因为今天有很多的产业是
[00:36:26] 例如像被动员件
[00:36:27] 是一个团灭的状况
[00:36:28] 记忆体是一个团灭的状况
[00:36:30] 因为美光昨天盘后大跌
[00:36:32] 你说我们什么很奇怪的事情
[00:36:34] 其实都不外乎就是那些啦
[00:36:36] 一下说你长太多了
[00:36:37] 大家没有办法附和啊
[00:36:39] 一下就说没有关系
[00:36:40] 就继续长会长到2028
[00:36:41] 就是不断的这样来回
[00:36:43] 如果现在
[00:36:44] 因为之前明翰教过我们
[00:36:46] 分十次进场嘛
[00:36:48] 然后你还在友台讲过
[00:36:49] 什么543对不对
[00:36:51] 所以现在的话
[00:36:52] 如果要选产业
[00:36:54] 对
[00:36:54] 你会觉得今天盘面上
[00:36:56] 或说最近这段时间
[00:36:57] 比较能够立即入手的
[00:36:59] 以及回后应该要减的
[00:37:01] 以及543
[00:37:02] 到底是一个什么样的进场法
[00:37:04] OK
[00:37:05] 其实结论到底
[00:37:07] 我常常讲
[00:37:08] 我在长的时候
[00:37:10] 有时候讲了
[00:37:11] 可能持有的人就不太高兴
[00:37:14] 我会讲
[00:37:14] 其实简单的概念就是
[00:37:17] 大家在四月之后
[00:37:19] 因为指数大长
[00:37:20] 所以它有个特色就是
[00:37:22] 最后长得乱七八糟
[00:37:24] 什么都长
[00:37:25] 就简单来讲就是这个概念
[00:37:27] 昨天也有这种感觉
[00:37:28] 对
[00:37:28] 然后呢
[00:37:29] 有一个特色呢
[00:37:30] 就是我自己的观念
[00:37:33] 就是说
[00:37:33] 你要能够长期
[00:37:36] 能够赚到钱
[00:37:38] 你把握
[00:37:39] 你只要
[00:37:40] 所有事情都不重要
[00:37:41] 你只要做一件事情做到
[00:37:43] 你就可以整个投资完全改变
[00:37:46] 一件事就是
[00:37:47] 不要看图说故事
[00:37:49] 就是不要因为它长了
[00:37:51] 你就觉得很厉害
[00:37:52] 不要因为它跌了
[00:37:53] 就很害怕
[00:37:54] 那其实害怕不害怕
[00:37:57] 你可以很简单的去找一些证据
[00:38:00] 就可以理解
[00:38:01] 那我之前就讲
[00:38:03] 记得一件事情就是
[00:38:04] AI从已经三年了
[00:38:07] 然后呢
[00:38:07] 有很多的族群
[00:38:09] 我们就不一一点名了
[00:38:10] 因为结论就是
[00:38:12] 今年四月才起长
[00:38:13] 其实你就可以知道
[00:38:15] 为什么前三年
[00:38:16] 功率元件
[00:38:17] 对
[00:38:17] 前三年都没有
[00:38:19] 突然
[00:38:20] 今年年初也没有
[00:38:22] 第二季之后突然说
[00:38:24] 它吃到AI非常非常厉害
[00:38:26] 那我就觉得很纳闷
[00:38:27] 我就讲白一点就是
[00:38:30] 你要记得就是
[00:38:31] 从这个当时
[00:38:33] 应该说在AI有
[00:38:35] 有没有大幅转变的时候
[00:38:36] 有
[00:38:37] 就像两年前
[00:38:38] 从Harper转Blackwell
[00:38:39] 那时候你说
[00:38:40] 突然谁切入供应链了
[00:38:43] 我还信
[00:38:43] 然后下一代呢
[00:38:45] 这个Vila Rubin
[00:38:46] 它要下半年才出来
[00:38:48] 所以照理讲
[00:38:49] 现在其实在四月之后
[00:38:52] 到目前其实
[00:38:53] 基本面都没有什么改变
[00:38:55] 所以结论来讲就是
[00:38:57] 好的还是好
[00:38:58] 不好的也还是不好
[00:38:59] 那但是因为指数长太多
[00:39:02] 所以很多人就开始
[00:39:03] 明显的补涨
[00:39:04] 那我常常讲
[00:39:06] 有一个特色
[00:39:07] 在涨的过程当中
[00:39:09] 只要相关族群一大涨
[00:39:11] 你就不用担心
[00:39:12] 无论是这个新闻
[00:39:15] 或者是很多的分析师
[00:39:17] 都会告诉你
[00:39:18] 他会帮你
[00:39:19] 找到很多的利多
[00:39:20] 告诉你说
[00:39:21] 他这个有多厉害
[00:39:22] 因为他就是AI主权
[00:39:23] 那我常常讲的
[00:39:25] 就是说
[00:39:26] 这我们以前
[00:39:28] 反而受的基本训练
[00:39:30] 如果以前
[00:39:31] 我写报告长这样
[00:39:33] 这一定被骂的
[00:39:34] 或者说之前如果
[00:39:35] 写报告长这样
[00:39:37] 对就是
[00:39:37] 你不能只讲故事说
[00:39:39] 他是怎样的
[00:39:40] 你要一个证据
[00:39:42] 找到相关的数字图形
[00:39:44] 给我看
[00:39:44] 但是问题是
[00:39:46] 他所有图形画出来
[00:39:47] 都是没有东西的
[00:39:49] 现在有很多报告
[00:39:50] 已经想办法
[00:39:51] 就是编故事
[00:39:52] 不得不讲
[00:39:54] 对
[00:39:54] 但是我常常讲
[00:39:55] 或者直接提高评价
[00:39:56] 我觉得我们刚刚一个
[00:39:58] 对
[00:39:58] 最后就是
[00:39:58] 就是讲故事
[00:40:00] 讲完提高评价
[00:40:01] 直接提高评价
[00:40:02] 或者是
[00:40:02] 你说他也不是
[00:40:04] 我都有拉高EPS
[00:40:05] 但是问题是
[00:40:06] 拉高EPS的部分
[00:40:07] 都是凭他的感觉来的
[00:40:09] 所以最后没有太大的意义
[00:40:11] 反正我常常讲
[00:40:12] 没关系
[00:40:13] 你怎么讲
[00:40:13] 那是你的事情
[00:40:14] 拿数字给我看
[00:40:15] 营收有吗
[00:40:16] 没有吗
[00:40:17] 因为营收是无法作假的
[00:40:19] 对不对
[00:40:19] 你吹嘘说你有多厉害
[00:40:21] 那是另外一回事
[00:40:22] 营收就是不真的事实
[00:40:24] 我常常讲
[00:40:24] 你还记得一件事
[00:40:26] 他跟你讲有增长
[00:40:27] 可是你要有一八尺
[00:40:28] 那上市贵企业
[00:40:30] 整体的均值
[00:40:32] 到五月就成长三成
[00:40:34] 你如果三成以下的
[00:40:36] 我们应该好好检视
[00:40:38] 这些说
[00:40:39] 现在都不增长
[00:40:40] 然后呢
[00:40:41] 未来会有多厉害
[00:40:42] 那我常常讲
[00:40:43] 三月不厉害
[00:40:44] 四月之后特别厉害
[00:40:45] 五月越来越厉害
[00:40:47] 我就
[00:40:47] 我常跟大家讲
[00:40:49] 这个不是说错
[00:40:50] 这个是
[00:40:51] 我只是要告诉他
[00:40:53] 这不是代表
[00:40:53] 这种族群不能买
[00:40:55] 可是你不要在买的过程当中
[00:40:57] 被市场的氛围吸脑
[00:40:59] 告诉你
[00:41:00] 哇
[00:41:00] 其实这个呢
[00:41:01] 是这个
[00:41:02] 前两三年
[00:41:04] 这个时候常常
[00:41:05] 人家会拿
[00:41:06] 以前那个故事说
[00:41:07] 两年前
[00:41:08] 大家去追逐那些
[00:41:10] 台积电什么
[00:41:11] 那个都已经长太多
[00:41:12] 不要看
[00:41:12] 现在最厉害的星星来了
[00:41:15] 他未来会再复制当年
[00:41:17] 五百的台积电
[00:41:18] 到现在两千五
[00:41:19] 涨五倍
[00:41:20] 所以他现在还很便宜
[00:41:21] 这个时候一定要买
[00:41:23] 他未来AI会有多厉害
[00:41:25] 我常常讲
[00:41:26] 听听就好
[00:41:27] 因为他没有数字
[00:41:28] 有数字就是有数字
[00:41:29] 没数字就是没数字
[00:41:31] 好那
[00:41:31] 差别差在哪里
[00:41:33] 中间过程
[00:41:34] 在往上过程
[00:41:35] 你是看不出任何差别
[00:41:37] 可是当
[00:41:38] 拉回的情况下
[00:41:39] 就会开始有差别
[00:41:41] 差在哪里
[00:41:41] 在拉回的过程当中
[00:41:43] 我个人觉得
[00:41:44] 以今天这个角度
[00:41:45] 远远不足
[00:41:47] 你如果就今天这个角度
[00:41:49] 最起码来三天
[00:41:51] 大家才有那个感受
[00:41:52] 今天大家只是
[00:41:54] 今天只是大家心情不好而已
[00:41:57] 代表什么
[00:41:58] 就是恐慌跟那个洗筹码还远得很
[00:42:02] 你最少三天之后
[00:42:03] 大家开始恐慌
[00:42:04] 那时候不是说心情不好
[00:42:06] 那时候是大家急着要问诊
[00:42:08] 说到底还行不行啊
[00:42:10] 怎样到底要不要砍啊
[00:42:11] 那个时候才代表开始洗筹码
[00:42:13] 那个时候我就跟你讲
[00:42:15] 差别在哪
[00:42:15] 当那个时间点结束了
[00:42:17] 假设最后发现乌龙一场
[00:42:19] 然后指数指纹
[00:42:20] 开始一反弹的时候
[00:42:22] 就会有一个现象
[00:42:23] 我们就算这段时间
[00:42:25] 可能有五个强势族群压回
[00:42:27] 在反弹之后
[00:42:28] 也许只剩下两个或三个人过高
[00:42:31] 一定会有人就再也就过高不了了
[00:42:34] 那很简单
[00:42:35] 那到底这个时候就来了
[00:42:37] 谁会过高不了
[00:42:38] 很简单
[00:42:39] 我刚刚提到
[00:42:40] 你回去看一下
[00:42:41] 到五月的营收数字
[00:42:43] 你不代表没有
[00:42:45] 不代表营收不好的
[00:42:47] 就一定不会过高
[00:42:48] 我刚刚讲了
[00:42:48] 就是说五个最后三个过高
[00:42:51] 这里面可能还是有一些没营收的
[00:42:53] 但是代表什么
[00:42:54] 现在市场氛围
[00:42:55] 还在那个产业上
[00:42:57] 那我刚刚讲
[00:42:58] 这个就是在涨一个市场氛围
[00:43:00] 就是涨那个本益比
[00:43:01] 往上拉的一个概念
[00:43:04] 他可能会讲
[00:43:05] 那是以后的事情
[00:43:06] 那问题是
[00:43:07] 这个等到数字要进来
[00:43:09] 那个都用年来算
[00:43:10] 就股价呢
[00:43:11] 光一两个月就可以涨好几倍
[00:43:14] 所以在就是
[00:43:15] 正在提前反应的一个过程
[00:43:17] 所以我常讲
[00:43:18] 结论就是
[00:43:20] 在涨的时候
[00:43:21] 你不用管任何基本面
[00:43:23] 只要强势你就买
[00:43:25] 但是特色像这种族群
[00:43:27] 就是买红不买黑
[00:43:28] 拉回不要买
[00:43:30] 一拉回现在开始拉回了
[00:43:32] 就是我那时候讲
[00:43:32] 买红不买黑
[00:43:34] 拉回你现在不要买
[00:43:35] 因为这些很多族群是没有数字
[00:43:37] 你不知道下一次指纹反弹
[00:43:40] 过高会不会是他
[00:43:41] 你现在是没有办法缺
[00:43:42] 你现在问谁都不知道
[00:43:44] 所以就是之前在告诉你说
[00:43:46] 这个族群特别厉害那个
[00:43:48] 你今天问他可能也跟你讲
[00:43:50] 不用怕
[00:43:50] 因为才第一根
[00:43:51] 等到三天之后
[00:43:53] 如果这样三天再重说
[00:43:54] 你再问他
[00:43:54] 你觉得怎样
[00:43:55] 他会跟你讲
[00:43:56] 我觉得可能有点怪怪的
[00:43:58] 所以我这样想说
[00:43:59] 这故事不太一样
[00:44:00] 所以就目前的角度
[00:44:02] 以今天其实很多
[00:44:03] 长多的族群都在修正
[00:44:05] 摊开
[00:44:05] 我们就直接讲
[00:44:07] 我觉得好的族群好了
[00:44:09] 就今天角度
[00:44:11] 打到快跌停
[00:44:12] 甚至PCB CCL都打到快跌停
[00:44:15] PCB今天回档满深
[00:44:16] 新向电
[00:44:17] 对你回去看一下
[00:44:18] 刚刚讲的这些个股
[00:44:20] 五月营收都在创历史新高
[00:44:22] 
[00:44:22] 涨价升级题材
[00:44:23] 对
[00:44:24] 然后人家创历史新高
[00:44:27] 而且今年
[00:44:27] 这个营收都是五成以上成长的
[00:44:30] 然后现在拉回你会怕
[00:44:32] 然后很多营收都不成长
[00:44:34] 拉回你还很勇敢买
[00:44:35] 因为这些族群
[00:44:37] 是因为这几个月很
[00:44:38] 市场的氛围很强势
[00:44:40] 所以你会很热
[00:44:41] 但是PCB已经两年了
